approach,level,region,year,target,value
top_down,region,Закарпатська,2024,divorce,5699.490131604283
top_down,region,Запорізька,2024,divorce,11619.445589806191
top_down,region,Київ,2024,divorce,21701.581330146524
top_down,region,Київська,2024,divorce,14074.71153401714
top_down,region,Кіровоградська,2024,divorce,5956.870582655464
top_down,region,Луганська,2024,divorce,4230.883430426986
top_down,region,Львівська,2024,divorce,12473.620552856526
top_down,region,Миколаївська,2024,divorce,7745.408362430246
top_down,region,Одеська,2024,divorce,17202.037827307548
top_down,region,Полтавська,2024,divorce,9285.486846230122
top_down,region,Рівненська,2024,divorce,6188.000278539674
top_down,region,Севастополь,2024,divorce,0.0
top_down,region,Сумська,2024,divorce,6358.630187124997
top_down,region,Тернопільська,2024,divorce,5622.0709122641865
top_down,region,Харківська,2024,divorce,19384.131850562182
top_down,region,Херсонська,2024,divorce,6631.597024056568
top_down,region,Хмельницька,2024,divorce,8249.812521283138
top_down,region,Черкаська,2024,divorce,7681.627230735491
top_down,region,Чернівецька,2024,divorce,5166.886919349369
top_down,region,Чернігівська,2024,divorce,6170.05542637475
top_down,region,Івано-Франківська,2025,divorce,8057.3440110550655
top_down,region,Автономна Республіка Крим,2025,divorce,0.0
top_down,region,Волинська,2025,divorce,5392.172591060986
top_down,region,Вінницька,2025,divorce,10275.383281207507
top_down,region,Дніпропетровська,2025,divorce,23954.5974085591
top_down,region,Донецька,2025,divorce,12332.974347325971
top_down,region,Житомирська,2025,divorce,7886.59084850895
top_down,region,Закарпатська,2025,divorce,5727.702040216178
top_down,region,Запорізька,2025,divorce,11676.960688443307
top_down,region,Київ,2025,divorce,21809.001996746985
top_down,region,Київська,2025,divorce,14144.379954589473
top_down,region,Кіровоградська,2025,divorce,5986.356498870825
top_down,region,Луганська,2025,divorce,4251.825882107867
top_down,region,Львівська,2025,divorce,12535.36373250435
top_down,region,Миколаївська,2025,divorce,7783.7473625578195
top_down,region,Одеська,2025,divorce,17287.18620162112
top_down,region,Полтавська,2025,divorce,9331.449081495728
top_down,region,Рівненська,2025,divorce,6218.6302637344015
top_down,region,Севастополь,2025,divorce,0.0
top_down,region,Сумська,2025,divorce,6390.104773376366
top_down,region,Тернопільська,2025,divorce,5649.89960344954
top_down,region,Харківська,2025,divorce,19480.081373003944
top_down,region,Херсонська,2025,divorce,6664.422768969462
top_down,region,Хмельницька,2025,divorce,8290.648271769856
top_down,region,Черкаська,2025,divorce,7719.650520612326
top_down,region,Чернівецька,2025,divorce,5192.462495095765
top_down,region,Чернігівська,2025,divorce,6200.596586338161
top_down,region,Івано-Франківська,2026,divorce,8097.0306168349125
top_down,region,Автономна Республіка Крим,2026,divorce,0.0
top_down,region,Волинська,2026,divorce,5418.731842797628
top_down,region,Вінницька,2026,divorce,10325.994882866638
top_down,region,Дніпропетровська,2026,divorce,24072.58624739533
top_down,region,Донецька,2026,divorce,12393.72065409204
top_down,region,Житомирська,2026,divorce,7925.43640624141
top_down,region,Закарпатська,2026,divorce,5755.9139488280725
top_down,region,Запорізька,2026,divorce,11734.475787080424
top_down,region,Київ,2026,divorce,21916.42266334745
top_down,region,Київська,2026,divorce,14214.048375161807
top_down,region,Кіровоградська,2026,divorce,6015.8424150861865
top_down,region,Луганська,2026,divorce,4272.768333788749
top_down,region,Львівська,2026,divorce,12597.106912152172
top_down,region,Миколаївська,2026,divorce,7822.086362685394
top_down,region,Одеська,2026,divorce,17372.334575934692
top_down,region,Полтавська,2026,divorce,9377.411316761334
top_down,region,Рівненська,2026,divorce,6249.26024892913
top_down,region,Севастополь,2026,divorce,0.0
top_down,region,Сумська,2026,divorce,6421.579359627735
top_down,region,Тернопільська,2026,divorce,5677.728294634895
top_down,region,Харківська,2026,divorce,19576.03089544571
top_down,region,Херсонська,2026,divorce,6697.248513882356
top_down,region,Хмельницька,2026,divorce,8331.484022256574
top_down,region,Черкаська,2026,divorce,7757.673810489162
top_down,region,Чернівецька,2026,divorce,5218.038070842161
top_down,region,Чернігівська,2026,divorce,6231.137746301572
