region,model,horizon,step,y_pred
West,TorchNN,1.0,33,8000.5684
West,TorchNN,1.0,34,8234.142
West,TorchNN,1.0,35,8467.715
West,TorchNN,1.0,36,8701.288
West,TorchNN,1.0,37,8934.862
West,TorchNN,1.0,38,9168.442
West,TorchNN,1.0,39,9402.024
West,TorchNN,1.0,40,9635.605
West,TorchNN,1.0,41,9869.187
West,TorchNN,1.0,42,10102.767
West,TorchNN,1.0,43,10336.347
West,TorchNN,1.0,44,10569.929
West,TorchNN,1.0,45,10803.51
West,TorchNN,1.0,46,11037.091
West,TorchNN,1.0,47,11270.671
West,TorchNN,1.0,48,11504.252
West,TorchNN,1.0,49,11737.833
West,TorchNN,1.0,50,11971.413
West,TorchNN,1.0,51,12204.995
West,TorchNN,1.0,52,12438.577
West,TorchNN,1.0,53,12672.156
West,TorchNN,1.0,54,12905.736
West,TorchNN,1.0,55,13139.317
West,TorchNN,1.0,56,13372.897
West,TorchNN,1.0,57,13606.476
West,TorchNN,1.0,58,13840.056
West,TorchNN,1.0,59,14073.634
West,TorchNN,1.0,60,14307.216
West,TorchNN,1.0,61,14540.795
West,TorchNN,1.0,62,14774.376
West,TorchNN,1.0,63,15007.952
West,TorchNN,1.0,64,15241.535
West,TorchNN,1.0,65,15475.112
