region,model,horizon,step,y_pred
East,Poly2,1.0,33,13075.267031321617
East,Poly2,1.0,34,12576.69802372775
East,Poly2,1.0,35,12030.460559635638
East,Poly2,1.0,36,11436.554639045271
East,Poly2,1.0,37,10794.98026195666
East,Poly2,1.0,38,10105.737428369797
East,Poly2,1.0,39,9368.826138284687
East,Poly2,1.0,40,8584.246391701327
East,Poly2,1.0,41,7751.998188619722
East,Poly2,1.0,42,6872.081529039869
East,Poly2,1.0,43,5944.496412961766
East,Poly2,1.0,44,4969.242840385414
East,Poly2,1.0,45,3946.320811310811
East,Poly2,1.0,46,2875.7303257379663
East,Poly2,1.0,47,1757.471383666864
East,Poly2,1.0,48,591.5439850975267
East,Poly2,1.0,49,-622.0518699700674
East,Poly2,1.0,50,-1883.3161815359044
East,Poly2,1.0,51,-3192.248949599998
East,Poly2,1.0,52,-4548.850174162341
East,Poly2,1.0,53,-5953.119855222927
East,Poly2,1.0,54,-7405.057992781762
East,Poly2,1.0,55,-8904.664586838862
East,Poly2,1.0,56,-10451.939637394196
East,Poly2,1.0,57,-12046.88314444776
East,Poly2,1.0,58,-13689.495107999594
East,Poly2,1.0,59,-15379.77552804967
East,Poly2,1.0,60,-17117.72440459801
East,Poly2,1.0,61,-18903.341737644587
East,Poly2,1.0,62,-20736.627527189405
East,Poly2,1.0,63,-22617.58177323248
East,Poly2,1.0,64,-24546.204475773797
East,Poly2,1.0,65,-26522.495634813364
