region,horizon,date,y_pred
East,0.5,2027-10-31,16465.772336676946
East,0.5,2027-11-30,16883.23265111971
East,0.5,2027-12-31,17300.692965562477
East,0.5,2028-01-31,17718.153280005245
East,0.5,2028-02-29,18135.613594448012
East,0.5,2028-03-31,18553.07390889078
East,0.5,2028-04-30,18970.534223333547
East,0.5,2028-05-31,19387.994537776314
East,0.5,2028-06-30,19805.45485221908
East,0.5,2028-07-31,20222.91516666185
East,0.5,2028-08-31,20640.375481104616
East,0.5,2028-09-30,21057.835795547384
East,0.5,2028-10-31,21475.29610999015
East,0.5,2028-11-30,21892.75642443292
East,0.5,2028-12-31,22310.216738875686
East,0.5,2029-01-31,22727.677053318454
