region,model,horizon,step,y_pred
East,Poly2,2.0,33,13075.267031321617
East,Poly2,2.0,34,12576.69802372775
East,Poly2,2.0,35,12030.460559635638
East,Poly2,2.0,36,11436.554639045271
East,Poly2,2.0,37,10794.98026195666
East,Poly2,2.0,38,10105.737428369797
East,Poly2,2.0,39,9368.826138284687
East,Poly2,2.0,40,8584.246391701327
East,Poly2,2.0,41,7751.998188619722
East,Poly2,2.0,42,6872.081529039869
East,Poly2,2.0,43,5944.496412961766
East,Poly2,2.0,44,4969.242840385414
East,Poly2,2.0,45,3946.320811310811
East,Poly2,2.0,46,2875.7303257379663
East,Poly2,2.0,47,1757.471383666864
East,Poly2,2.0,48,591.5439850975267
East,Poly2,2.0,49,-622.0518699700674
East,Poly2,2.0,50,-1883.3161815359044
East,Poly2,2.0,51,-3192.248949599998
East,Poly2,2.0,52,-4548.850174162341
East,Poly2,2.0,53,-5953.119855222927
East,Poly2,2.0,54,-7405.057992781762
East,Poly2,2.0,55,-8904.664586838862
East,Poly2,2.0,56,-10451.939637394196
East,Poly2,2.0,57,-12046.88314444776
East,Poly2,2.0,58,-13689.495107999594
East,Poly2,2.0,59,-15379.77552804967
East,Poly2,2.0,60,-17117.72440459801
East,Poly2,2.0,61,-18903.341737644587
East,Poly2,2.0,62,-20736.627527189405
East,Poly2,2.0,63,-22617.58177323248
East,Poly2,2.0,64,-24546.204475773797
East,Poly2,2.0,65,-26522.495634813364
East,Poly2,2.0,66,-28546.45525035118
East,Poly2,2.0,67,-30618.083322387254
East,Poly2,2.0,68,-32737.379850921556
East,Poly2,2.0,69,-34904.344835954114
East,Poly2,2.0,70,-37118.97827748492
East,Poly2,2.0,71,-39381.28017551398
East,Poly2,2.0,72,-41691.250530041296
East,Poly2,2.0,73,-44048.88934106684
East,Poly2,2.0,74,-46454.19660859065
East,Poly2,2.0,75,-48907.172332612696
East,Poly2,2.0,76,-51407.81651313301
East,Poly2,2.0,77,-53956.12915015158
East,Poly2,2.0,78,-56552.11024366838
East,Poly2,2.0,79,-59195.75979368343
East,Poly2,2.0,80,-61887.07780019674
East,Poly2,2.0,81,-64626.06426320826
East,Poly2,2.0,82,-67412.71918271806
East,Poly2,2.0,83,-70247.04255872611
East,Poly2,2.0,84,-73129.03439123239
East,Poly2,2.0,85,-76058.69468023692
East,Poly2,2.0,86,-79036.02342573975
East,Poly2,2.0,87,-82061.02062774077
East,Poly2,2.0,88,-85133.68628624004
East,Poly2,2.0,89,-88254.0204012376
East,Poly2,2.0,90,-91422.02297273336
East,Poly2,2.0,91,-94637.69400072741
East,Poly2,2.0,92,-97901.03348521967
East,Poly2,2.0,93,-101212.04142621018
East,Poly2,2.0,94,-104570.71782369899
East,Poly2,2.0,95,-107977.06267768602
East,Poly2,2.0,96,-111431.07598817124
East,Poly2,2.0,97,-114932.75775515476
East,Poly2,2.0,98,-118482.10797863653
