region,model,horizon,step,y_pred
Central,TorchNN,1.5,33,7917.4805
Central,TorchNN,1.5,34,8151.1035
Central,TorchNN,1.5,35,8384.728
Central,TorchNN,1.5,36,8618.35
Central,TorchNN,1.5,37,8851.974
Central,TorchNN,1.5,38,9085.598
Central,TorchNN,1.5,39,9319.221
Central,TorchNN,1.5,40,9552.844
Central,TorchNN,1.5,41,9786.467
Central,TorchNN,1.5,42,10020.091
Central,TorchNN,1.5,43,10253.714
Central,TorchNN,1.5,44,10487.337
Central,TorchNN,1.5,45,10720.96
Central,TorchNN,1.5,46,10954.584
Central,TorchNN,1.5,47,11188.208
Central,TorchNN,1.5,48,11421.831
Central,TorchNN,1.5,49,11655.454
Central,TorchNN,1.5,50,11889.077
Central,TorchNN,1.5,51,12122.7
Central,TorchNN,1.5,52,12356.324
Central,TorchNN,1.5,53,12589.946
Central,TorchNN,1.5,54,12823.571
Central,TorchNN,1.5,55,13057.194
Central,TorchNN,1.5,56,13290.816
Central,TorchNN,1.5,57,13524.44
Central,TorchNN,1.5,58,13758.064
Central,TorchNN,1.5,59,13991.687
Central,TorchNN,1.5,60,14225.311
Central,TorchNN,1.5,61,14458.935
Central,TorchNN,1.5,62,14692.559
Central,TorchNN,1.5,63,14926.181
Central,TorchNN,1.5,64,15159.806
Central,TorchNN,1.5,65,15393.428
Central,TorchNN,1.5,66,15627.051
Central,TorchNN,1.5,67,15860.673
Central,TorchNN,1.5,68,16094.296
Central,TorchNN,1.5,69,16327.92
Central,TorchNN,1.5,70,16561.543
Central,TorchNN,1.5,71,16795.164
Central,TorchNN,1.5,72,17028.79
Central,TorchNN,1.5,73,17262.41
Central,TorchNN,1.5,74,17496.037
Central,TorchNN,1.5,75,17729.662
Central,TorchNN,1.5,76,17963.285
Central,TorchNN,1.5,77,18196.906
Central,TorchNN,1.5,78,18430.53
Central,TorchNN,1.5,79,18664.152
Central,TorchNN,1.5,80,18897.777
Central,TorchNN,1.5,81,19131.4
