region,model,horizon,step,y_pred
East,TorchNN,0.5,33,7654.268
East,TorchNN,0.5,34,7885.684
East,TorchNN,0.5,35,8117.1006
East,TorchNN,0.5,36,8348.517
East,TorchNN,0.5,37,8579.933
East,TorchNN,0.5,38,8811.35
East,TorchNN,0.5,39,9042.766
East,TorchNN,0.5,40,9274.182
East,TorchNN,0.5,41,9505.599
East,TorchNN,0.5,42,9737.015
East,TorchNN,0.5,43,9968.432
East,TorchNN,0.5,44,10199.848
East,TorchNN,0.5,45,10431.265
East,TorchNN,0.5,46,10662.681
East,TorchNN,0.5,47,10894.097
East,TorchNN,0.5,48,11125.513
