region,model,horizon,step,y_pred
South,TorchNN,1.0,33,7267.417
South,TorchNN,1.0,34,7481.28
South,TorchNN,1.0,35,7695.1426
South,TorchNN,1.0,36,7909.006
South,TorchNN,1.0,37,8122.869
South,TorchNN,1.0,38,8336.731
South,TorchNN,1.0,39,8550.595
South,TorchNN,1.0,40,8764.459
South,TorchNN,1.0,41,8978.321
South,TorchNN,1.0,42,9192.184
South,TorchNN,1.0,43,9406.047
South,TorchNN,1.0,44,9619.91
South,TorchNN,1.0,45,9833.773
South,TorchNN,1.0,46,10047.636
South,TorchNN,1.0,47,10261.498
South,TorchNN,1.0,48,10475.361
South,TorchNN,1.0,49,10689.225
South,TorchNN,1.0,50,10903.088
South,TorchNN,1.0,51,11116.951
South,TorchNN,1.0,52,11330.814
South,TorchNN,1.0,53,11544.678
South,TorchNN,1.0,54,11758.54
South,TorchNN,1.0,55,11972.402
South,TorchNN,1.0,56,12186.268
South,TorchNN,1.0,57,12400.129
South,TorchNN,1.0,58,12613.993
South,TorchNN,1.0,59,12827.854
South,TorchNN,1.0,60,13041.719
South,TorchNN,1.0,61,13255.581
South,TorchNN,1.0,62,13469.444
South,TorchNN,1.0,63,13683.307
South,TorchNN,1.0,64,13897.17
South,TorchNN,1.0,65,14111.033
