region,horizon,date,y_pred
South,1.0,2027-10-31,6202.3093141716945
South,1.0,2027-11-30,6244.730117064403
South,1.0,2027-12-31,6287.150919957111
South,1.0,2028-01-31,6329.571722849818
South,1.0,2028-02-29,6371.992525742525
South,1.0,2028-03-31,6414.413328635232
South,1.0,2028-04-30,6456.834131527939
South,1.0,2028-05-31,6499.254934420645
South,1.0,2028-06-30,6541.675737313352
South,1.0,2028-07-31,6584.096540206059
South,1.0,2028-08-31,6626.517343098766
South,1.0,2028-09-30,6668.938145991473
South,1.0,2028-10-31,6711.35894888418
South,1.0,2028-11-30,6753.779751776887
South,1.0,2028-12-31,6796.200554669594
South,1.0,2029-01-31,6838.621357562301
South,1.0,2029-02-28,6881.042160455007
South,1.0,2029-03-31,6923.462963347714
South,1.0,2029-04-30,6965.883766240421
South,1.0,2029-05-31,7008.304569133128
South,1.0,2029-06-30,7050.725372025835
South,1.0,2029-07-31,7093.146174918542
South,1.0,2029-08-31,7135.566977811249
South,1.0,2029-09-30,7177.987780703956
South,1.0,2029-10-31,7220.4085835966625
South,1.0,2029-11-30,7262.829386489369
South,1.0,2029-12-31,7305.250189382076
South,1.0,2030-01-31,7347.670992274783
South,1.0,2030-02-28,7390.09179516749
South,1.0,2030-03-31,7432.512598060197
South,1.0,2030-04-30,7474.933400952904
South,1.0,2030-05-31,7517.354203845611
South,1.0,2030-06-30,7559.775006738318
