region,horizon,date,y_pred
East,2.0,2027-10-31,16465.772336676946
East,2.0,2027-11-30,16883.23265111971
East,2.0,2027-12-31,17300.692965562477
East,2.0,2028-01-31,17718.153280005245
East,2.0,2028-02-29,18135.613594448012
East,2.0,2028-03-31,18553.07390889078
East,2.0,2028-04-30,18970.534223333547
East,2.0,2028-05-31,19387.994537776314
East,2.0,2028-06-30,19805.45485221908
East,2.0,2028-07-31,20222.91516666185
East,2.0,2028-08-31,20640.375481104616
East,2.0,2028-09-30,21057.835795547384
East,2.0,2028-10-31,21475.29610999015
East,2.0,2028-11-30,21892.75642443292
East,2.0,2028-12-31,22310.216738875686
East,2.0,2029-01-31,22727.677053318454
East,2.0,2029-02-28,23145.13736776122
East,2.0,2029-03-31,23562.59768220399
East,2.0,2029-04-30,23980.057996646756
East,2.0,2029-05-31,24397.518311089523
East,2.0,2029-06-30,24814.97862553229
East,2.0,2029-07-31,25232.438939975058
East,2.0,2029-08-31,25649.899254417825
East,2.0,2029-09-30,26067.359568860593
East,2.0,2029-10-31,26484.81988330336
East,2.0,2029-11-30,26902.280197746128
East,2.0,2029-12-31,27319.740512188895
East,2.0,2030-01-31,27737.200826631662
East,2.0,2030-02-28,28154.66114107443
East,2.0,2030-03-31,28572.121455517197
East,2.0,2030-04-30,28989.581769959965
East,2.0,2030-05-31,29407.042084402732
East,2.0,2030-06-30,29824.5023988455
East,2.0,2030-07-31,30241.962713288267
East,2.0,2030-08-31,30659.423027731034
East,2.0,2030-09-30,31076.8833421738
East,2.0,2030-10-31,31494.34365661657
East,2.0,2030-11-30,31911.803971059337
East,2.0,2030-12-31,32329.264285502104
East,2.0,2031-01-31,32746.72459994487
East,2.0,2031-02-28,33164.18491438764
East,2.0,2031-03-31,33581.645228830406
East,2.0,2031-04-30,33999.105543273174
East,2.0,2031-05-31,34416.56585771594
East,2.0,2031-06-30,34834.02617215871
East,2.0,2031-07-31,35251.486486601476
East,2.0,2031-08-31,35668.94680104424
East,2.0,2031-09-30,36086.40711548701
East,2.0,2031-10-31,36503.86742992978
East,2.0,2031-11-30,36921.327744372546
East,2.0,2031-12-31,37338.78805881531
East,2.0,2032-01-31,37756.24837325808
East,2.0,2032-02-29,38173.70868770085
East,2.0,2032-03-31,38591.169002143615
East,2.0,2032-04-30,39008.62931658638
East,2.0,2032-05-31,39426.08963102915
East,2.0,2032-06-30,39843.54994547192
East,2.0,2032-07-31,40261.010259914685
East,2.0,2032-08-31,40678.47057435745
East,2.0,2032-09-30,41095.93088880022
East,2.0,2032-10-31,41513.39120324299
East,2.0,2032-11-30,41930.851517685755
East,2.0,2032-12-31,42348.31183212852
East,2.0,2033-01-31,42765.77214657129
East,2.0,2033-02-28,43183.23246101406
East,2.0,2033-03-31,43600.692775456824
