region,model,horizon,step,y_pred
South,TorchNN,0.5,33,7267.417
South,TorchNN,0.5,34,7487.963
South,TorchNN,0.5,35,7708.51
South,TorchNN,0.5,36,7929.056
South,TorchNN,0.5,37,8149.602
South,TorchNN,0.5,38,8370.147
South,TorchNN,0.5,39,8590.694
South,TorchNN,0.5,40,8811.241
South,TorchNN,0.5,41,9031.787
South,TorchNN,0.5,42,9252.333
South,TorchNN,0.5,43,9472.879
South,TorchNN,0.5,44,9693.425
South,TorchNN,0.5,45,9913.972
South,TorchNN,0.5,46,10134.519
South,TorchNN,0.5,47,10355.064
South,TorchNN,0.5,48,10575.61
