region,model,horizon,step,y_pred
South,Poly2,1.5,33,8626.318290679912
South,Poly2,1.5,34,9092.204272824254
South,Poly2,1.5,35,9591.090391430378
South,Poly2,1.5,36,10122.976646498288
South,Poly2,1.5,37,10687.86303802798
South,Poly2,1.5,38,11285.74956601946
South,Poly2,1.5,39,11916.636230472715
South,Poly2,1.5,40,12580.523031387756
South,Poly2,1.5,41,13277.409968764585
South,Poly2,1.5,42,14007.297042603193
South,Poly2,1.5,43,14770.184252903591
South,Poly2,1.5,44,15566.071599665767
South,Poly2,1.5,45,16394.959082889727
South,Poly2,1.5,46,17256.846702575473
South,Poly2,1.5,47,18151.734458723004
South,Poly2,1.5,48,19079.62235133231
South,Poly2,1.5,49,20040.510380403415
South,Poly2,1.5,50,21034.398545936285
South,Poly2,1.5,51,22061.286847930947
South,Poly2,1.5,52,23121.175286387403
South,Poly2,1.5,53,24214.06386130563
South,Poly2,1.5,54,25339.95257268563
South,Poly2,1.5,55,26498.84142052744
South,Poly2,1.5,56,27690.73040483101
South,Poly2,1.5,57,28915.61952559638
South,Poly2,1.5,58,30173.508782823534
South,Poly2,1.5,59,31464.39817651246
South,Poly2,1.5,60,32788.28770666318
South,Poly2,1.5,61,34145.17737327567
South,Poly2,1.5,62,35535.067176349956
South,Poly2,1.5,63,36957.95711588602
South,Poly2,1.5,64,38413.84719188388
South,Poly2,1.5,65,39902.737404343505
South,Poly2,1.5,66,41424.62775326491
South,Poly2,1.5,67,42979.51823864812
South,Poly2,1.5,68,44567.40886049308
South,Poly2,1.5,69,46188.299618799865
South,Poly2,1.5,70,47842.19051356842
South,Poly2,1.5,71,49529.081544798755
South,Poly2,1.5,72,51248.97271249086
South,Poly2,1.5,73,53001.864016644766
South,Poly2,1.5,74,54787.755457260435
South,Poly2,1.5,75,56606.64703433791
South,Poly2,1.5,76,58458.53874787718
South,Poly2,1.5,77,60343.43059787823
South,Poly2,1.5,78,62261.322584341026
South,Poly2,1.5,79,64212.21470726563
South,Poly2,1.5,80,66196.10696665199
South,Poly2,1.5,81,68212.99936250017
