region,model,horizon,step,y_pred
Central,Poly2,2.0,33,9240.01273980137
Central,Poly2,2.0,34,9060.271048811297
Central,Poly2,2.0,35,8862.162744395051
Central,Poly2,2.0,36,8645.687826552628
Central,Poly2,2.0,37,8410.84629528403
Central,Poly2,2.0,38,8157.638150589255
Central,Poly2,2.0,39,7886.063392468308
Central,Poly2,2.0,40,7596.122020921186
Central,Poly2,2.0,41,7287.814035947889
Central,Poly2,2.0,42,6961.139437548417
Central,Poly2,2.0,43,6616.09822572277
Central,Poly2,2.0,44,6252.690400470945
Central,Poly2,2.0,45,5870.915961792948
Central,Poly2,2.0,46,5470.774909688775
Central,Poly2,2.0,47,5052.267244158428
Central,Poly2,2.0,48,4615.392965201905
Central,Poly2,2.0,49,4160.15207281921
Central,Poly2,2.0,50,3686.5445670103404
Central,Poly2,2.0,51,3194.570447775291
Central,Poly2,2.0,52,2684.2297151140688
Central,Poly2,2.0,53,2155.5223690266735
Central,Poly2,2.0,54,1608.4484095131015
Central,Poly2,2.0,55,1043.0078365733489
Central,Poly2,2.0,56,459.2006502074273
Central,Poly2,2.0,57,-142.97314958466723
Central,Poly2,2.0,58,-763.5135628029384
Central,Poly2,2.0,59,-1402.4205894473862
Central,Poly2,2.0,60,-2059.6942295180143
Central,Poly2,2.0,61,-2735.334483014808
Central,Poly2,2.0,62,-3429.341349937782
Central,Poly2,2.0,63,-4141.71483028693
Central,Poly2,2.0,64,-4872.454924062249
Central,Poly2,2.0,65,-5621.561631263743
Central,Poly2,2.0,66,-6389.034951891415
Central,Poly2,2.0,67,-7174.874885945261
Central,Poly2,2.0,68,-7979.081433425288
Central,Poly2,2.0,69,-8801.654594331472
Central,Poly2,2.0,70,-9642.594368663846
Central,Poly2,2.0,71,-10501.90075642239
Central,Poly2,2.0,72,-11379.573757607117
Central,Poly2,2.0,73,-12275.61337221801
Central,Poly2,2.0,74,-13190.019600255087
Central,Poly2,2.0,75,-14122.792441718324
Central,Poly2,2.0,76,-15073.931896607748
Central,Poly2,2.0,77,-16043.437964923363
Central,Poly2,2.0,78,-17031.310646665133
Central,Poly2,2.0,79,-18037.549941833076
Central,Poly2,2.0,80,-19062.155850427196
Central,Poly2,2.0,81,-20105.128372447492
Central,Poly2,2.0,82,-21166.46750789396
Central,Poly2,2.0,83,-22246.17325676661
Central,Poly2,2.0,84,-23344.24561906543
Central,Poly2,2.0,85,-24460.684594790426
Central,Poly2,2.0,86,-25595.490183941616
Central,Poly2,2.0,87,-26748.66238651896
Central,Poly2,2.0,88,-27920.201202522472
Central,Poly2,2.0,89,-29110.10663195218
Central,Poly2,2.0,90,-30318.378674808042
Central,Poly2,2.0,91,-31545.01733109009
Central,Poly2,2.0,92,-32790.022600798315
Central,Poly2,2.0,93,-34053.3944839327
Central,Poly2,2.0,94,-35335.132980493276
Central,Poly2,2.0,95,-36635.23809048002
Central,Poly2,2.0,96,-37953.70981389294
Central,Poly2,2.0,97,-39290.54815073204
Central,Poly2,2.0,98,-40645.7531009973
