region,model,horizon,step,y_pred
West,Poly2,2.0,33,14630.999653170358
West,Poly2,2.0,34,14690.893637525582
West,Poly2,2.0,35,14743.30564853733
West,Poly2,2.0,36,14788.235686205604
West,Poly2,2.0,37,14825.6837505304
West,Poly2,2.0,38,14855.649841511724
West,Poly2,2.0,39,14878.133959149574
West,Poly2,2.0,40,14893.136103443947
West,Poly2,2.0,41,14900.656274394845
West,Poly2,2.0,42,14900.69447200227
West,Poly2,2.0,43,14893.25069626622
West,Poly2,2.0,44,14878.324947186691
West,Poly2,2.0,45,14855.917224763693
West,Poly2,2.0,46,14826.027528997216
West,Poly2,2.0,47,14788.655859887265
West,Poly2,2.0,48,14743.80221743384
West,Poly2,2.0,49,14691.466601636941
West,Poly2,2.0,50,14631.649012496564
West,Poly2,2.0,51,14564.349450012714
West,Poly2,2.0,52,14489.56791418539
West,Poly2,2.0,53,14407.30440501459
West,Poly2,2.0,54,14317.558922500317
West,Poly2,2.0,55,14220.331466642565
West,Poly2,2.0,56,14115.622037441339
West,Poly2,2.0,57,14003.430634896642
West,Poly2,2.0,58,13883.757259008467
West,Poly2,2.0,59,13756.60190977682
West,Poly2,2.0,60,13621.964587201695
West,Poly2,2.0,61,13479.845291283094
West,Poly2,2.0,62,13330.244022021023
West,Poly2,2.0,63,13173.16077941547
West,Poly2,2.0,64,13008.595563466448
West,Poly2,2.0,65,12836.548374173952
West,Poly2,2.0,66,12657.019211537978
West,Poly2,2.0,67,12470.00807555853
West,Poly2,2.0,68,12275.514966235607
West,Poly2,2.0,69,12073.53988356921
West,Poly2,2.0,70,11864.082827559338
West,Poly2,2.0,71,11647.143798205989
West,Poly2,2.0,72,11422.722795509166
West,Poly2,2.0,73,11190.81981946887
West,Poly2,2.0,74,10951.434870085097
West,Poly2,2.0,75,10704.567947357851
West,Poly2,2.0,76,10450.219051287128
West,Poly2,2.0,77,10188.388181872928
West,Poly2,2.0,78,9919.075339115258
West,Poly2,2.0,79,9642.280523014111
West,Poly2,2.0,80,9358.003733569487
West,Poly2,2.0,81,9066.244970781394
West,Poly2,2.0,82,8767.004234649821
West,Poly2,2.0,83,8460.281525174776
West,Poly2,2.0,84,8146.076842356255
West,Poly2,2.0,85,7824.390186194257
West,Poly2,2.0,86,7495.221556688782
West,Poly2,2.0,87,7158.570953839839
West,Poly2,2.0,88,6814.438377647418
West,Poly2,2.0,89,6462.823828111519
West,Poly2,2.0,90,6103.7273052321525
West,Poly2,2.0,91,5737.148809009305
West,Poly2,2.0,92,5363.0883394429875
West,Poly2,2.0,93,4981.545896533192
West,Poly2,2.0,94,4592.521480279918
West,Poly2,2.0,95,4196.015090683178
West,Poly2,2.0,96,3792.0267277429584
West,Poly2,2.0,97,3380.5563914592694
West,Poly2,2.0,98,2961.6040818320953
