region,model,horizon,step,y_pred
South,Poly2,1.0,33,8626.318290679912
South,Poly2,1.0,34,9087.333369965472
South,Poly2,1.0,35,9580.685283306633
South,Poly2,1.0,36,10106.374030703402
South,Poly2,1.0,37,10664.399612155772
South,Poly2,1.0,38,11254.76202766375
South,Poly2,1.0,39,11877.461277227329
South,Poly2,1.0,40,12532.497360846508
South,Poly2,1.0,41,13219.870278521292
South,Poly2,1.0,42,13939.580030251676
South,Poly2,1.0,43,14691.626616037669
South,Poly2,1.0,44,15476.01003587927
South,Poly2,1.0,45,16292.730289776464
South,Poly2,1.0,46,17141.78737772927
South,Poly2,1.0,47,18023.181299737676
South,Poly2,1.0,48,18936.91205580168
South,Poly2,1.0,49,19882.97964592129
South,Poly2,1.0,50,20861.3840700965
South,Poly2,1.0,51,21872.125328327325
South,Poly2,1.0,52,22915.203420613747
South,Poly2,1.0,53,23990.618346955765
South,Poly2,1.0,54,25098.370107353396
South,Poly2,1.0,55,26238.45870180664
South,Poly2,1.0,56,27410.88413031548
South,Poly2,1.0,57,28615.64639287991
South,Poly2,1.0,58,29852.74548949995
South,Poly2,1.0,59,31122.181420175595
South,Poly2,1.0,60,32423.954184906856
South,Poly2,1.0,61,33758.06378369371
South,Poly2,1.0,62,35124.51021653617
South,Poly2,1.0,63,36523.29348343423
South,Poly2,1.0,64,37954.41358438789
South,Poly2,1.0,65,39417.87051939715
