region,model,horizon,step,y_pred
East,TorchNN,1.0,33,7654.268
East,TorchNN,1.0,34,7878.6714
East,TorchNN,1.0,35,8103.0747
East,TorchNN,1.0,36,8327.4795
East,TorchNN,1.0,37,8551.882
East,TorchNN,1.0,38,8776.286
East,TorchNN,1.0,39,9000.689
East,TorchNN,1.0,40,9225.095
East,TorchNN,1.0,41,9449.497
East,TorchNN,1.0,42,9673.9
East,TorchNN,1.0,43,9898.305
East,TorchNN,1.0,44,10122.71
East,TorchNN,1.0,45,10347.112
East,TorchNN,1.0,46,10571.517
East,TorchNN,1.0,47,10795.92
East,TorchNN,1.0,48,11020.324
East,TorchNN,1.0,49,11244.728
East,TorchNN,1.0,50,11469.132
East,TorchNN,1.0,51,11693.535
East,TorchNN,1.0,52,11917.939
East,TorchNN,1.0,53,12142.343
East,TorchNN,1.0,54,12366.747
East,TorchNN,1.0,55,12591.149
East,TorchNN,1.0,56,12815.554
East,TorchNN,1.0,57,13039.958
East,TorchNN,1.0,58,13264.362
East,TorchNN,1.0,59,13488.765
East,TorchNN,1.0,60,13713.169
East,TorchNN,1.0,61,13937.573
East,TorchNN,1.0,62,14161.977
East,TorchNN,1.0,63,14386.381
East,TorchNN,1.0,64,14610.784
East,TorchNN,1.0,65,14835.188
