region,model,horizon,step,y_pred
Central,Poly2,0.5,33,9240.01273980137
Central,Poly2,0.5,34,9054.358174560111
Central,Poly2,0.5,35,8849.171146407618
Central,Poly2,0.5,36,8624.45165534389
Central,Poly2,0.5,37,8380.199701368929
Central,Poly2,0.5,38,8116.4152844827295
Central,Poly2,0.5,39,7833.098404685296
Central,Poly2,0.5,40,7530.249061976627
Central,Poly2,0.5,41,7207.867256356725
Central,Poly2,0.5,42,6865.952987825586
Central,Poly2,0.5,43,6504.506256383216
Central,Poly2,0.5,44,6123.527062029606
Central,Poly2,0.5,45,5723.015404764763
Central,Poly2,0.5,46,5302.971284588687
Central,Poly2,0.5,47,4863.3947015013755
Central,Poly2,0.5,48,4404.285655502827
