region,model,horizon,step,y_pred
West,TorchNN,2.0,33,8000.5684
West,TorchNN,2.0,34,8234.142
West,TorchNN,2.0,35,8467.715
West,TorchNN,2.0,36,8701.288
West,TorchNN,2.0,37,8934.862
West,TorchNN,2.0,38,9168.442
West,TorchNN,2.0,39,9402.024
West,TorchNN,2.0,40,9635.605
West,TorchNN,2.0,41,9869.187
West,TorchNN,2.0,42,10102.767
West,TorchNN,2.0,43,10336.347
West,TorchNN,2.0,44,10569.929
West,TorchNN,2.0,45,10803.51
West,TorchNN,2.0,46,11037.091
West,TorchNN,2.0,47,11270.671
West,TorchNN,2.0,48,11504.252
West,TorchNN,2.0,49,11737.833
West,TorchNN,2.0,50,11971.413
West,TorchNN,2.0,51,12204.995
West,TorchNN,2.0,52,12438.577
West,TorchNN,2.0,53,12672.156
West,TorchNN,2.0,54,12905.736
West,TorchNN,2.0,55,13139.317
West,TorchNN,2.0,56,13372.897
West,TorchNN,2.0,57,13606.476
West,TorchNN,2.0,58,13840.056
West,TorchNN,2.0,59,14073.634
West,TorchNN,2.0,60,14307.216
West,TorchNN,2.0,61,14540.795
West,TorchNN,2.0,62,14774.376
West,TorchNN,2.0,63,15007.952
West,TorchNN,2.0,64,15241.535
West,TorchNN,2.0,65,15475.113
West,TorchNN,2.0,66,15708.693
West,TorchNN,2.0,67,15942.273
West,TorchNN,2.0,68,16175.853
West,TorchNN,2.0,69,16409.43
West,TorchNN,2.0,70,16643.012
West,TorchNN,2.0,71,16876.59
West,TorchNN,2.0,72,17110.172
West,TorchNN,2.0,73,17343.752
West,TorchNN,2.0,74,17577.33
West,TorchNN,2.0,75,17810.91
West,TorchNN,2.0,76,18044.488
West,TorchNN,2.0,77,18278.07
West,TorchNN,2.0,78,18511.648
West,TorchNN,2.0,79,18745.229
West,TorchNN,2.0,80,18978.81
West,TorchNN,2.0,81,19212.39
West,TorchNN,2.0,82,19445.969
West,TorchNN,2.0,83,19679.549
West,TorchNN,2.0,84,19913.127
West,TorchNN,2.0,85,20146.707
West,TorchNN,2.0,86,20380.287
West,TorchNN,2.0,87,20613.867
West,TorchNN,2.0,88,20847.447
West,TorchNN,2.0,89,21081.027
West,TorchNN,2.0,90,21314.605
West,TorchNN,2.0,91,21548.184
West,TorchNN,2.0,92,21781.766
West,TorchNN,2.0,93,22015.344
West,TorchNN,2.0,94,22248.924
West,TorchNN,2.0,95,22482.504
West,TorchNN,2.0,96,22716.082
West,TorchNN,2.0,97,22949.666
West,TorchNN,2.0,98,23183.242
