region,model,horizon,step,y_pred
East,TorchNN,1.5,33,7654.268
East,TorchNN,1.5,34,7880.9614
East,TorchNN,1.5,35,8107.655
East,TorchNN,1.5,36,8334.348
East,TorchNN,1.5,37,8561.042
East,TorchNN,1.5,38,8787.735
East,TorchNN,1.5,39,9014.429
East,TorchNN,1.5,40,9241.123
East,TorchNN,1.5,41,9467.815
East,TorchNN,1.5,42,9694.509
East,TorchNN,1.5,43,9921.203
East,TorchNN,1.5,44,10147.896
East,TorchNN,1.5,45,10374.59
East,TorchNN,1.5,46,10601.284
East,TorchNN,1.5,47,10827.978
East,TorchNN,1.5,48,11054.671
East,TorchNN,1.5,49,11281.364
East,TorchNN,1.5,50,11508.06
East,TorchNN,1.5,51,11734.752
East,TorchNN,1.5,52,11961.446
East,TorchNN,1.5,53,12188.138
East,TorchNN,1.5,54,12414.833
East,TorchNN,1.5,55,12641.526
East,TorchNN,1.5,56,12868.22
East,TorchNN,1.5,57,13094.914
East,TorchNN,1.5,58,13321.608
East,TorchNN,1.5,59,13548.3
East,TorchNN,1.5,60,13774.993
East,TorchNN,1.5,61,14001.6875
East,TorchNN,1.5,62,14228.382
East,TorchNN,1.5,63,14455.076
East,TorchNN,1.5,64,14681.77
East,TorchNN,1.5,65,14908.463
East,TorchNN,1.5,66,15135.155
East,TorchNN,1.5,67,15361.85
East,TorchNN,1.5,68,15588.544
East,TorchNN,1.5,69,15815.237
East,TorchNN,1.5,70,16041.931
East,TorchNN,1.5,71,16268.624
East,TorchNN,1.5,72,16495.318
East,TorchNN,1.5,73,16722.012
East,TorchNN,1.5,74,16948.707
East,TorchNN,1.5,75,17175.4
East,TorchNN,1.5,76,17402.094
East,TorchNN,1.5,77,17628.785
East,TorchNN,1.5,78,17855.48
East,TorchNN,1.5,79,18082.174
East,TorchNN,1.5,80,18308.867
East,TorchNN,1.5,81,18535.56
