region,model,horizon,step,y_pred
Central,TorchNN,1.0,33,7917.4805
Central,TorchNN,1.0,34,8148.743
Central,TorchNN,1.0,35,8380.007
Central,TorchNN,1.0,36,8611.2705
Central,TorchNN,1.0,37,8842.534
Central,TorchNN,1.0,38,9073.798
Central,TorchNN,1.0,39,9305.062
Central,TorchNN,1.0,40,9536.325
Central,TorchNN,1.0,41,9767.589
Central,TorchNN,1.0,42,9998.853
Central,TorchNN,1.0,43,10230.114
Central,TorchNN,1.0,44,10461.38
Central,TorchNN,1.0,45,10692.644
Central,TorchNN,1.0,46,10923.905
Central,TorchNN,1.0,47,11155.169
Central,TorchNN,1.0,48,11386.435
Central,TorchNN,1.0,49,11617.697
Central,TorchNN,1.0,50,11848.961
Central,TorchNN,1.0,51,12080.224
Central,TorchNN,1.0,52,12311.487
Central,TorchNN,1.0,53,12542.75
Central,TorchNN,1.0,54,12774.015
Central,TorchNN,1.0,55,13005.277
Central,TorchNN,1.0,56,13236.541
Central,TorchNN,1.0,57,13467.806
Central,TorchNN,1.0,58,13699.067
Central,TorchNN,1.0,59,13930.331
Central,TorchNN,1.0,60,14161.596
Central,TorchNN,1.0,61,14392.858
Central,TorchNN,1.0,62,14624.122
Central,TorchNN,1.0,63,14855.387
Central,TorchNN,1.0,64,15086.649
Central,TorchNN,1.0,65,15317.913
