region,model,horizon,step,y_pred
East,Poly2,0.5,33,13075.267031321617
East,Poly2,0.5,34,12560.349646994131
East,Poly2,0.5,35,11994.737976410208
East,Poly2,0.5,36,11378.432019569847
East,Poly2,0.5,37,10711.431776473051
East,Poly2,0.5,38,9993.73724711981
East,Poly2,0.5,39,9225.34843151014
East,Poly2,0.5,40,8406.265329644022
East,Poly2,0.5,41,7536.487941521471
East,Poly2,0.5,42,6616.016267142481
East,Poly2,0.5,43,5644.850306507053
East,Poly2,0.5,44,4622.990059615193
East,Poly2,0.5,45,3550.4355264668857
East,Poly2,0.5,46,2427.1867070621465
East,Poly2,0.5,47,1253.2436014009613
East,Poly2,0.5,48,28.606209483344173
