region,model,horizon,step,y_pred
West,Poly2,1.5,33,14630.999653170358
West,Poly2,1.5,34,14691.466237774051
West,Poly2,1.5,35,14744.29737665311
West,Poly2,1.5,36,14789.493069807533
West,Poly2,1.5,37,14827.05331723732
West,Poly2,1.5,38,14856.978118942472
West,Poly2,1.5,39,14879.267474922988
West,Poly2,1.5,40,14893.92138517887
West,Poly2,1.5,41,14900.939849710117
West,Poly2,1.5,42,14900.322868516729
West,Poly2,1.5,43,14892.070441598704
West,Poly2,1.5,44,14876.182568956045
West,Poly2,1.5,45,14852.65925058875
West,Poly2,1.5,46,14821.50048649682
West,Poly2,1.5,47,14782.706276680256
West,Poly2,1.5,48,14736.276621139052
West,Poly2,1.5,49,14682.211519873217
West,Poly2,1.5,50,14620.510972882748
West,Poly2,1.5,51,14551.174980167638
West,Poly2,1.5,52,14474.203541727897
West,Poly2,1.5,53,14389.59665756352
West,Poly2,1.5,54,14297.35432767451
West,Poly2,1.5,55,14197.47655206086
West,Poly2,1.5,56,14089.963330722578
West,Poly2,1.5,57,13974.81466365966
West,Poly2,1.5,58,13852.030550872105
West,Poly2,1.5,59,13721.610992359916
West,Poly2,1.5,60,13583.555988123093
West,Poly2,1.5,61,13437.865538161634
West,Poly2,1.5,62,13284.539642475538
West,Poly2,1.5,63,13123.578301064808
West,Poly2,1.5,64,12954.981513929444
West,Poly2,1.5,65,12778.749281069442
West,Poly2,1.5,66,12594.88160248481
West,Poly2,1.5,67,12403.378478175535
West,Poly2,1.5,68,12204.23990814163
West,Poly2,1.5,69,11997.465892383085
West,Poly2,1.5,70,11783.05643089991
West,Poly2,1.5,71,11561.011523692097
West,Poly2,1.5,72,11331.331170759651
West,Poly2,1.5,73,11094.015372102567
West,Poly2,1.5,74,10849.064127720849
West,Poly2,1.5,75,10596.477437614496
West,Poly2,1.5,76,10336.255301783507
West,Poly2,1.5,77,10068.39772022788
West,Poly2,1.5,78,9792.904692947626
West,Poly2,1.5,79,9509.776219942727
West,Poly2,1.5,80,9219.0123012132
West,Poly2,1.5,81,8920.612936759037
