region,horizon,date,y_pred
West,1.0,2027-10-31,17706.17576398564
West,1.0,2027-11-30,18134.178973543858
West,1.0,2027-12-31,18562.18218310208
West,1.0,2028-01-31,18990.1853926603
West,1.0,2028-02-29,19418.18860221852
West,1.0,2028-03-31,19846.19181177674
West,1.0,2028-04-30,20274.195021334963
West,1.0,2028-05-31,20702.198230893184
West,1.0,2028-06-30,21130.201440451405
West,1.0,2028-07-31,21558.204650009626
West,1.0,2028-08-31,21986.207859567847
West,1.0,2028-09-30,22414.211069126068
West,1.0,2028-10-31,22842.21427868429
West,1.0,2028-11-30,23270.21748824251
West,1.0,2028-12-31,23698.22069780073
West,1.0,2029-01-31,24126.22390735895
West,1.0,2029-02-28,24554.227116917173
West,1.0,2029-03-31,24982.230326475394
West,1.0,2029-04-30,25410.233536033615
West,1.0,2029-05-31,25838.236745591836
West,1.0,2029-06-30,26266.239955150057
West,1.0,2029-07-31,26694.243164708278
West,1.0,2029-08-31,27122.2463742665
West,1.0,2029-09-30,27550.24958382472
West,1.0,2029-10-31,27978.25279338294
West,1.0,2029-11-30,28406.25600294116
West,1.0,2029-12-31,28834.259212499383
West,1.0,2030-01-31,29262.262422057604
West,1.0,2030-02-28,29690.265631615825
West,1.0,2030-03-31,30118.268841174046
West,1.0,2030-04-30,30546.272050732267
West,1.0,2030-05-31,30974.275260290487
West,1.0,2030-06-30,31402.27846984871
