region,horizon,date,y_pred
Central,0.5,2027-10-31,11441.636387148814
Central,0.5,2027-11-30,11665.742871384984
Central,0.5,2027-12-31,11889.849355621154
Central,0.5,2028-01-31,12113.955839857324
Central,0.5,2028-02-29,12338.062324093495
Central,0.5,2028-03-31,12562.168808329665
Central,0.5,2028-04-30,12786.275292565835
Central,0.5,2028-05-31,13010.381776802005
Central,0.5,2028-06-30,13234.488261038176
Central,0.5,2028-07-31,13458.594745274346
Central,0.5,2028-08-31,13682.701229510516
Central,0.5,2028-09-30,13906.807713746686
Central,0.5,2028-10-31,14130.914197982856
Central,0.5,2028-11-30,14355.020682219027
Central,0.5,2028-12-31,14579.127166455197
Central,0.5,2029-01-31,14803.233650691367
