region,model,horizon,step,y_pred
South,TorchNN,1.5,33,7267.417
South,TorchNN,1.5,34,7483.463
South,TorchNN,1.5,35,7699.507
South,TorchNN,1.5,36,7915.5527
South,TorchNN,1.5,37,8131.598
South,TorchNN,1.5,38,8347.643
South,TorchNN,1.5,39,8563.689
South,TorchNN,1.5,40,8779.734
South,TorchNN,1.5,41,8995.779
South,TorchNN,1.5,42,9211.824
South,TorchNN,1.5,43,9427.869
South,TorchNN,1.5,44,9643.915
South,TorchNN,1.5,45,9859.959
South,TorchNN,1.5,46,10076.006
South,TorchNN,1.5,47,10292.052
South,TorchNN,1.5,48,10508.098
South,TorchNN,1.5,49,10724.141
South,TorchNN,1.5,50,10940.187
South,TorchNN,1.5,51,11156.231
South,TorchNN,1.5,52,11372.277
South,TorchNN,1.5,53,11588.321
South,TorchNN,1.5,54,11804.368
South,TorchNN,1.5,55,12020.414
South,TorchNN,1.5,56,12236.458
South,TorchNN,1.5,57,12452.504
South,TorchNN,1.5,58,12668.549
South,TorchNN,1.5,59,12884.594
South,TorchNN,1.5,60,13100.639
South,TorchNN,1.5,61,13316.684
South,TorchNN,1.5,62,13532.73
South,TorchNN,1.5,63,13748.775
South,TorchNN,1.5,64,13964.82
South,TorchNN,1.5,65,14180.865
South,TorchNN,1.5,66,14396.911
South,TorchNN,1.5,67,14612.956
South,TorchNN,1.5,68,14829.002
South,TorchNN,1.5,69,15045.046
South,TorchNN,1.5,70,15261.092
South,TorchNN,1.5,71,15477.137
South,TorchNN,1.5,72,15693.182
South,TorchNN,1.5,73,15909.227
South,TorchNN,1.5,74,16125.275
South,TorchNN,1.5,75,16341.318
South,TorchNN,1.5,76,16557.365
South,TorchNN,1.5,77,16773.41
South,TorchNN,1.5,78,16989.455
South,TorchNN,1.5,79,17205.498
South,TorchNN,1.5,80,17421.545
South,TorchNN,1.5,81,17637.59
