region,horizon,date,y_pred
South,0.5,2027-10-31,6202.3093141716945
South,0.5,2027-11-30,6244.730117064403
South,0.5,2027-12-31,6287.150919957111
South,0.5,2028-01-31,6329.571722849818
South,0.5,2028-02-29,6371.992525742525
South,0.5,2028-03-31,6414.413328635232
South,0.5,2028-04-30,6456.834131527939
South,0.5,2028-05-31,6499.254934420645
South,0.5,2028-06-30,6541.675737313352
South,0.5,2028-07-31,6584.096540206059
South,0.5,2028-08-31,6626.517343098766
South,0.5,2028-09-30,6668.938145991473
South,0.5,2028-10-31,6711.35894888418
South,0.5,2028-11-30,6753.779751776887
South,0.5,2028-12-31,6796.200554669594
South,0.5,2029-01-31,6838.621357562301
