region,model,horizon,step,y_pred
West,Poly2,1.0,33,14630.999653170358
West,Poly2,1.0,34,14690.893637525582
West,Poly2,1.0,35,14743.30564853733
West,Poly2,1.0,36,14788.235686205604
West,Poly2,1.0,37,14825.6837505304
West,Poly2,1.0,38,14855.649841511724
West,Poly2,1.0,39,14878.133959149574
West,Poly2,1.0,40,14893.136103443947
West,Poly2,1.0,41,14900.656274394845
West,Poly2,1.0,42,14900.69447200227
West,Poly2,1.0,43,14893.25069626622
West,Poly2,1.0,44,14878.324947186691
West,Poly2,1.0,45,14855.917224763693
West,Poly2,1.0,46,14826.027528997216
West,Poly2,1.0,47,14788.655859887265
West,Poly2,1.0,48,14743.80221743384
West,Poly2,1.0,49,14691.466601636941
West,Poly2,1.0,50,14631.649012496564
West,Poly2,1.0,51,14564.349450012714
West,Poly2,1.0,52,14489.56791418539
West,Poly2,1.0,53,14407.30440501459
West,Poly2,1.0,54,14317.558922500317
West,Poly2,1.0,55,14220.331466642565
West,Poly2,1.0,56,14115.622037441339
West,Poly2,1.0,57,14003.430634896642
West,Poly2,1.0,58,13883.757259008467
West,Poly2,1.0,59,13756.60190977682
West,Poly2,1.0,60,13621.964587201695
West,Poly2,1.0,61,13479.845291283094
West,Poly2,1.0,62,13330.244022021023
West,Poly2,1.0,63,13173.16077941547
West,Poly2,1.0,64,13008.595563466448
West,Poly2,1.0,65,12836.548374173952
