region,model,horizon,step,y_pred
Central,Poly2,1.0,33,9240.01273980137
Central,Poly2,1.0,34,9060.271048811297
Central,Poly2,1.0,35,8862.162744395051
Central,Poly2,1.0,36,8645.687826552628
Central,Poly2,1.0,37,8410.84629528403
Central,Poly2,1.0,38,8157.638150589255
Central,Poly2,1.0,39,7886.063392468308
Central,Poly2,1.0,40,7596.122020921186
Central,Poly2,1.0,41,7287.814035947889
Central,Poly2,1.0,42,6961.139437548417
Central,Poly2,1.0,43,6616.09822572277
Central,Poly2,1.0,44,6252.690400470945
Central,Poly2,1.0,45,5870.915961792948
Central,Poly2,1.0,46,5470.774909688775
Central,Poly2,1.0,47,5052.267244158428
Central,Poly2,1.0,48,4615.392965201905
Central,Poly2,1.0,49,4160.15207281921
Central,Poly2,1.0,50,3686.5445670103404
Central,Poly2,1.0,51,3194.570447775291
Central,Poly2,1.0,52,2684.2297151140688
Central,Poly2,1.0,53,2155.5223690266735
Central,Poly2,1.0,54,1608.4484095131015
Central,Poly2,1.0,55,1043.0078365733489
Central,Poly2,1.0,56,459.2006502074273
Central,Poly2,1.0,57,-142.97314958466723
Central,Poly2,1.0,58,-763.5135628029384
Central,Poly2,1.0,59,-1402.4205894473862
Central,Poly2,1.0,60,-2059.6942295180143
Central,Poly2,1.0,61,-2735.334483014808
Central,Poly2,1.0,62,-3429.341349937782
Central,Poly2,1.0,63,-4141.71483028693
Central,Poly2,1.0,64,-4872.454924062249
Central,Poly2,1.0,65,-5621.561631263743
