series,mean,std,min,max,cv,lag1_autocorr
USD,39.60941498166684,1.2734089254573935,37.44557497963179,41.5277785454137,0.03214914752077982,0.9973527503231049
EUR,42.979352470210245,1.5376509747625993,40.39289031765758,45.85881592465124,0.03577650398126339,0.9968017791307617
RUB,0.43949413192751974,0.02068359685543007,0.4104553293206384,0.476931062679508,0.04706228218501255,0.9946065061204705
