series,mean,std,min,max,cv,lag1_autocorr,cluster
USD,39.60986731178782,1.2728767270583363,37.44257797779771,41.49746864905303,0.03213534438373467,0.9973391056324048,2
EUR,42.97850367022649,1.5354086389817918,40.3975943962642,45.863555975590245,0.03572503712002081,0.9962925969985765,0
RUB,0.4394909464633162,0.02067327003796471,0.4106761616147006,0.47676017100944984,0.047039126071486165,0.9933962027274665,1
