currency,model,horizon,step,y_pred
USD,TorchNN,1.5,256,41.736004
USD,TorchNN,1.5,257,41.752514
USD,TorchNN,1.5,258,41.76902
USD,TorchNN,1.5,259,41.78554
USD,TorchNN,1.5,260,41.802067
USD,TorchNN,1.5,261,41.818577
USD,TorchNN,1.5,262,41.849453
USD,TorchNN,1.5,263,41.88886
USD,TorchNN,1.5,264,41.941536
USD,TorchNN,1.5,265,42.006004
USD,TorchNN,1.5,266,42.07454
USD,TorchNN,1.5,267,42.16392
USD,TorchNN,1.5,268,42.259052
USD,TorchNN,1.5,269,42.357418
USD,TorchNN,1.5,270,42.464176
USD,TorchNN,1.5,271,42.5796
USD,TorchNN,1.5,272,42.700684
USD,TorchNN,1.5,273,42.82176
USD,TorchNN,1.5,274,42.94284
USD,TorchNN,1.5,275,43.06392
USD,TorchNN,1.5,276,43.185
USD,TorchNN,1.5,277,43.306076
USD,TorchNN,1.5,278,43.42716
USD,TorchNN,1.5,279,43.549915
USD,TorchNN,1.5,280,43.673283
USD,TorchNN,1.5,281,43.79666
USD,TorchNN,1.5,282,43.920033
USD,TorchNN,1.5,283,44.043404
USD,TorchNN,1.5,284,44.166775
USD,TorchNN,1.5,285,44.290154
USD,TorchNN,1.5,286,44.413517
USD,TorchNN,1.5,287,44.5369
USD,TorchNN,1.5,288,44.66027
USD,TorchNN,1.5,289,44.78364
USD,TorchNN,1.5,290,44.90701
USD,TorchNN,1.5,291,45.030384
USD,TorchNN,1.5,292,45.153755
USD,TorchNN,1.5,293,45.277134
USD,TorchNN,1.5,294,45.4005
USD,TorchNN,1.5,295,45.52388
USD,TorchNN,1.5,296,45.647255
USD,TorchNN,1.5,297,45.770626
USD,TorchNN,1.5,298,45.893993
USD,TorchNN,1.5,299,46.01737
USD,TorchNN,1.5,300,46.140743
USD,TorchNN,1.5,301,46.26412
USD,TorchNN,1.5,302,46.38749
USD,TorchNN,1.5,303,46.51086
USD,TorchNN,1.5,304,46.634228
USD,TorchNN,1.5,305,46.757607
USD,TorchNN,1.5,306,46.880978
USD,TorchNN,1.5,307,47.00435
USD,TorchNN,1.5,308,47.12772
USD,TorchNN,1.5,309,47.251095
USD,TorchNN,1.5,310,47.37447
USD,TorchNN,1.5,311,47.497845
USD,TorchNN,1.5,312,47.621212
USD,TorchNN,1.5,313,47.74459
USD,TorchNN,1.5,314,47.86796
USD,TorchNN,1.5,315,47.991337
USD,TorchNN,1.5,316,48.11471
USD,TorchNN,1.5,317,48.238083
USD,TorchNN,1.5,318,48.361458
USD,TorchNN,1.5,319,48.484833
USD,TorchNN,1.5,320,48.608204
USD,TorchNN,1.5,321,48.73157
USD,TorchNN,1.5,322,48.854946
USD,TorchNN,1.5,323,48.97832
USD,TorchNN,1.5,324,49.101696
USD,TorchNN,1.5,325,49.225063
USD,TorchNN,1.5,326,49.34844
USD,TorchNN,1.5,327,49.471813
USD,TorchNN,1.5,328,49.59519
USD,TorchNN,1.5,329,49.71856
USD,TorchNN,1.5,330,49.841934
USD,TorchNN,1.5,331,49.965305
USD,TorchNN,1.5,332,50.08868
USD,TorchNN,1.5,333,50.212055
USD,TorchNN,1.5,334,50.335423
USD,TorchNN,1.5,335,50.45879
USD,TorchNN,1.5,336,50.58269
USD,TorchNN,1.5,337,50.706867
USD,TorchNN,1.5,338,50.83105
USD,TorchNN,1.5,339,50.95525
USD,TorchNN,1.5,340,51.079422
USD,TorchNN,1.5,341,51.20361
USD,TorchNN,1.5,342,51.327793
USD,TorchNN,1.5,343,51.45198
USD,TorchNN,1.5,344,51.576153
USD,TorchNN,1.5,345,51.700344
USD,TorchNN,1.5,346,51.824535
USD,TorchNN,1.5,347,51.948704
USD,TorchNN,1.5,348,52.072895
USD,TorchNN,1.5,349,52.19708
USD,TorchNN,1.5,350,52.321266
USD,TorchNN,1.5,351,52.445442
USD,TorchNN,1.5,352,52.56963
USD,TorchNN,1.5,353,52.693817
USD,TorchNN,1.5,354,52.817997
USD,TorchNN,1.5,355,52.94219
USD,TorchNN,1.5,356,53.066372
USD,TorchNN,1.5,357,53.190556
USD,TorchNN,1.5,358,53.314735
USD,TorchNN,1.5,359,53.438908
USD,TorchNN,1.5,360,53.5631
USD,TorchNN,1.5,361,53.687286
USD,TorchNN,1.5,362,53.811474
USD,TorchNN,1.5,363,53.93565
USD,TorchNN,1.5,364,54.059837
USD,TorchNN,1.5,365,54.184017
USD,TorchNN,1.5,366,54.30821
USD,TorchNN,1.5,367,54.432384
USD,TorchNN,1.5,368,54.556576
USD,TorchNN,1.5,369,54.68075
USD,TorchNN,1.5,370,54.804943
USD,TorchNN,1.5,371,54.929134
USD,TorchNN,1.5,372,55.05331
USD,TorchNN,1.5,373,55.177486
USD,TorchNN,1.5,374,55.30168
USD,TorchNN,1.5,375,55.425854
USD,TorchNN,1.5,376,55.550045
USD,TorchNN,1.5,377,55.67423
USD,TorchNN,1.5,378,55.798412
USD,TorchNN,1.5,379,55.92259
USD,TorchNN,1.5,380,56.046772
USD,TorchNN,1.5,381,56.170956
USD,TorchNN,1.5,382,56.295143
USD,TorchNN,1.5,383,56.419334
USD,TorchNN,1.5,384,56.543514
USD,TorchNN,1.5,385,56.667694
USD,TorchNN,1.5,386,56.791893
USD,TorchNN,1.5,387,56.91607
USD,TorchNN,1.5,388,57.040253
USD,TorchNN,1.5,389,57.16444
USD,TorchNN,1.5,390,57.288616
USD,TorchNN,1.5,391,57.412796
USD,TorchNN,1.5,392,57.536987
USD,TorchNN,1.5,393,57.661175
USD,TorchNN,1.5,394,57.785355
USD,TorchNN,1.5,395,57.909542
USD,TorchNN,1.5,396,58.03372
USD,TorchNN,1.5,397,58.1579
USD,TorchNN,1.5,398,58.28208
USD,TorchNN,1.5,399,58.406277
USD,TorchNN,1.5,400,58.53046
USD,TorchNN,1.5,401,58.654636
USD,TorchNN,1.5,402,58.77882
USD,TorchNN,1.5,403,58.90301
USD,TorchNN,1.5,404,59.027187
USD,TorchNN,1.5,405,59.151375
USD,TorchNN,1.5,406,59.275555
