currency,model,horizon,step,y_pred
EUR,Poly2,1.5,256,46.04308260780476
EUR,Poly2,1.5,257,46.07572329140349
EUR,Poly2,1.5,258,46.10846519855733
EUR,Poly2,1.5,259,46.14130832926628
EUR,Poly2,1.5,260,46.17425268353034
EUR,Poly2,1.5,261,46.207298261349514
EUR,Poly2,1.5,262,46.2404450627238
EUR,Poly2,1.5,263,46.2736930876532
EUR,Poly2,1.5,264,46.307042336137705
EUR,Poly2,1.5,265,46.34049280817732
EUR,Poly2,1.5,266,46.374044503772055
EUR,Poly2,1.5,267,46.4076974229219
EUR,Poly2,1.5,268,46.441451565626856
EUR,Poly2,1.5,269,46.47530693188692
EUR,Poly2,1.5,270,46.509263521702096
EUR,Poly2,1.5,271,46.543321335072385
EUR,Poly2,1.5,272,46.57748037199778
EUR,Poly2,1.5,273,46.611740632478295
EUR,Poly2,1.5,274,46.646102116513916
EUR,Poly2,1.5,275,46.68056482410465
EUR,Poly2,1.5,276,46.7151287552505
EUR,Poly2,1.5,277,46.74979390995145
EUR,Poly2,1.5,278,46.78456028820752
EUR,Poly2,1.5,279,46.8194278900187
EUR,Poly2,1.5,280,46.85439671538499
EUR,Poly2,1.5,281,46.88946676430639
EUR,Poly2,1.5,282,46.92463803678291
EUR,Poly2,1.5,283,46.95991053281453
EUR,Poly2,1.5,284,46.99528425240127
EUR,Poly2,1.5,285,47.03075919554312
EUR,Poly2,1.5,286,47.06633536224008
EUR,Poly2,1.5,287,47.10201275249215
EUR,Poly2,1.5,288,47.13779136629933
EUR,Poly2,1.5,289,47.17367120366163
EUR,Poly2,1.5,290,47.209652264579034
EUR,Poly2,1.5,291,47.24573454905155
EUR,Poly2,1.5,292,47.28191805707918
EUR,Poly2,1.5,293,47.31820278866192
EUR,Poly2,1.5,294,47.35458874379977
EUR,Poly2,1.5,295,47.39107592249273
EUR,Poly2,1.5,296,47.42766432474081
EUR,Poly2,1.5,297,47.464353950543995
EUR,Poly2,1.5,298,47.50114479990229
EUR,Poly2,1.5,299,47.5380368728157
EUR,Poly2,1.5,300,47.57503016928422
EUR,Poly2,1.5,301,47.612124689307855
EUR,Poly2,1.5,302,47.6493204328866
EUR,Poly2,1.5,303,47.68661740002045
EUR,Poly2,1.5,304,47.72401559070941
EUR,Poly2,1.5,305,47.761515004953495
EUR,Poly2,1.5,306,47.79911564275268
EUR,Poly2,1.5,307,47.83681750410698
EUR,Poly2,1.5,308,47.874620589016395
EUR,Poly2,1.5,309,47.912524897480914
EUR,Poly2,1.5,310,47.95053042950055
EUR,Poly2,1.5,311,47.9886371850753
EUR,Poly2,1.5,312,48.026845164205156
EUR,Poly2,1.5,313,48.06515436689013
EUR,Poly2,1.5,314,48.103564793130204
EUR,Poly2,1.5,315,48.142076442925394
EUR,Poly2,1.5,316,48.180689316275696
EUR,Poly2,1.5,317,48.21940341318111
EUR,Poly2,1.5,318,48.25821873364164
EUR,Poly2,1.5,319,48.297135277657276
EUR,Poly2,1.5,320,48.33615304522803
EUR,Poly2,1.5,321,48.375272036353884
EUR,Poly2,1.5,322,48.41449225103486
EUR,Poly2,1.5,323,48.453813689270945
EUR,Poly2,1.5,324,48.49323635106214
EUR,Poly2,1.5,325,48.53276023640844
EUR,Poly2,1.5,326,48.57238534530986
EUR,Poly2,1.5,327,48.61211167776639
EUR,Poly2,1.5,328,48.65193923377803
EUR,Poly2,1.5,329,48.69186801334478
EUR,Poly2,1.5,330,48.731898016466644
EUR,Poly2,1.5,331,48.77202924314362
EUR,Poly2,1.5,332,48.81226169337571
EUR,Poly2,1.5,333,48.852595367162905
EUR,Poly2,1.5,334,48.893030264505214
EUR,Poly2,1.5,335,48.933566385402635
EUR,Poly2,1.5,336,48.97420372985517
EUR,Poly2,1.5,337,49.01494229786281
EUR,Poly2,1.5,338,49.05578208942556
EUR,Poly2,1.5,339,49.09672310454343
EUR,Poly2,1.5,340,49.137765343216415
EUR,Poly2,1.5,341,49.1789088054445
EUR,Poly2,1.5,342,49.220153491227705
EUR,Poly2,1.5,343,49.26149940056602
EUR,Poly2,1.5,344,49.30294653345943
EUR,Poly2,1.5,345,49.34449488990798
EUR,Poly2,1.5,346,49.38614446991162
EUR,Poly2,1.5,347,49.42789527347038
EUR,Poly2,1.5,348,49.469747300584245
EUR,Poly2,1.5,349,49.51170055125323
EUR,Poly2,1.5,350,49.55375502547732
EUR,Poly2,1.5,351,49.59591072325652
EUR,Poly2,1.5,352,49.63816764459084
EUR,Poly2,1.5,353,49.68052578948027
EUR,Poly2,1.5,354,49.7229851579248
EUR,Poly2,1.5,355,49.765545749924456
EUR,Poly2,1.5,356,49.808207565479215
EUR,Poly2,1.5,357,49.85097060458909
EUR,Poly2,1.5,358,49.89383486725407
EUR,Poly2,1.5,359,49.93680035347417
EUR,Poly2,1.5,360,49.97986706324937
EUR,Poly2,1.5,361,50.023034996579696
EUR,Poly2,1.5,362,50.066304153465126
EUR,Poly2,1.5,363,50.10967453390566
EUR,Poly2,1.5,364,50.15314613790132
EUR,Poly2,1.5,365,50.19671896545208
EUR,Poly2,1.5,366,50.24039301655796
EUR,Poly2,1.5,367,50.28416829121895
EUR,Poly2,1.5,368,50.32804478943504
EUR,Poly2,1.5,369,50.372022511206254
EUR,Poly2,1.5,370,50.41610145653257
EUR,Poly2,1.5,371,50.460281625414005
EUR,Poly2,1.5,372,50.50456301785055
EUR,Poly2,1.5,373,50.54894563384221
EUR,Poly2,1.5,374,50.59342947338897
EUR,Poly2,1.5,375,50.63801453649085
EUR,Poly2,1.5,376,50.68270082314784
EUR,Poly2,1.5,377,50.72748833335994
EUR,Poly2,1.5,378,50.77237706712716
EUR,Poly2,1.5,379,50.81736702444948
EUR,Poly2,1.5,380,50.86245820532692
EUR,Poly2,1.5,381,50.907650609759465
EUR,Poly2,1.5,382,50.952944237747126
EUR,Poly2,1.5,383,50.99833908928989
EUR,Poly2,1.5,384,51.04383516438777
EUR,Poly2,1.5,385,51.089432463040765
EUR,Poly2,1.5,386,51.13513098524887
EUR,Poly2,1.5,387,51.18093073101209
EUR,Poly2,1.5,388,51.226831700330415
EUR,Poly2,1.5,389,51.27283389320385
EUR,Poly2,1.5,390,51.3189373096324
EUR,Poly2,1.5,391,51.36514194961607
EUR,Poly2,1.5,392,51.41144781315484
EUR,Poly2,1.5,393,51.457854900248726
EUR,Poly2,1.5,394,51.50436321089772
EUR,Poly2,1.5,395,51.55097274510183
EUR,Poly2,1.5,396,51.597683502861045
EUR,Poly2,1.5,397,51.64449548417538
EUR,Poly2,1.5,398,51.69140868904482
EUR,Poly2,1.5,399,51.738423117469374
EUR,Poly2,1.5,400,51.78553876944904
EUR,Poly2,1.5,401,51.83275564498381
EUR,Poly2,1.5,402,51.880073744073705
EUR,Poly2,1.5,403,51.927493066718704
EUR,Poly2,1.5,404,51.975013612918815
EUR,Poly2,1.5,405,52.02263538267403
EUR,Poly2,1.5,406,52.07035837598437
EUR,Poly2,1.5,407,52.11818259284981
EUR,Poly2,1.5,408,52.16610803327037
EUR,Poly2,1.5,409,52.21413469724604
EUR,Poly2,1.5,410,52.26226258477681
EUR,Poly2,1.5,411,52.31049169586271
EUR,Poly2,1.5,412,52.35882203050371
EUR,Poly2,1.5,413,52.407253588699824
EUR,Poly2,1.5,414,52.45578637045105
EUR,Poly2,1.5,415,52.504420375757384
EUR,Poly2,1.5,416,52.55315560461883
EUR,Poly2,1.5,417,52.60199205703539
EUR,Poly2,1.5,418,52.65092973300706
EUR,Poly2,1.5,419,52.699968632533846
EUR,Poly2,1.5,420,52.74910875561574
EUR,Poly2,1.5,421,52.79835010225274
EUR,Poly2,1.5,422,52.84769267244486
EUR,Poly2,1.5,423,52.89713646619209
EUR,Poly2,1.5,424,52.94668148349443
EUR,Poly2,1.5,425,52.99632772435188
EUR,Poly2,1.5,426,53.04607518876444
EUR,Poly2,1.5,427,53.095923876732115
EUR,Poly2,1.5,428,53.1458737882549
EUR,Poly2,1.5,429,53.1959249233328
EUR,Poly2,1.5,430,53.2460772819658
EUR,Poly2,1.5,431,53.29633086415392
EUR,Poly2,1.5,432,53.346685669897155
EUR,Poly2,1.5,433,53.3971416991955
EUR,Poly2,1.5,434,53.44769895204895
EUR,Poly2,1.5,435,53.49835742845752
EUR,Poly2,1.5,436,53.549117128421194
EUR,Poly2,1.5,437,53.599978051939985
EUR,Poly2,1.5,438,53.65094019901388
EUR,Poly2,1.5,439,53.70200356964289
EUR,Poly2,1.5,440,53.75316816382701
EUR,Poly2,1.5,441,53.80443398156625
EUR,Poly2,1.5,442,53.8558010228606
EUR,Poly2,1.5,443,53.90726928771005
EUR,Poly2,1.5,444,53.95883877611462
EUR,Poly2,1.5,445,54.010509488074305
EUR,Poly2,1.5,446,54.06228142358909
EUR,Poly2,1.5,447,54.114154582659
EUR,Poly2,1.5,448,54.16612896528401
EUR,Poly2,1.5,449,54.218204571464135
EUR,Poly2,1.5,450,54.27038140119937
EUR,Poly2,1.5,451,54.322659454489724
EUR,Poly2,1.5,452,54.37503873133518
EUR,Poly2,1.5,453,54.42751923173575
EUR,Poly2,1.5,454,54.480100955691434
EUR,Poly2,1.5,455,54.53278390320223
EUR,Poly2,1.5,456,54.58556807426814
EUR,Poly2,1.5,457,54.63845346888915
EUR,Poly2,1.5,458,54.69144008706528
EUR,Poly2,1.5,459,54.74452792879652
EUR,Poly2,1.5,460,54.797716994082876
EUR,Poly2,1.5,461,54.851007282924336
EUR,Poly2,1.5,462,54.90439879532091
EUR,Poly2,1.5,463,54.957891531272594
EUR,Poly2,1.5,464,55.01148549077939
EUR,Poly2,1.5,465,55.065180673841304
EUR,Poly2,1.5,466,55.11897708045832
EUR,Poly2,1.5,467,55.17287471063045
EUR,Poly2,1.5,468,55.226873564357696
EUR,Poly2,1.5,469,55.28097364164005
EUR,Poly2,1.5,470,55.33517494247752
EUR,Poly2,1.5,471,55.3894774668701
EUR,Poly2,1.5,472,55.443881214817786
EUR,Poly2,1.5,473,55.49838618632059
EUR,Poly2,1.5,474,55.552992381378495
EUR,Poly2,1.5,475,55.60769979999152
EUR,Poly2,1.5,476,55.662508442159655
EUR,Poly2,1.5,477,55.7174183078829
EUR,Poly2,1.5,478,55.77242939716126
EUR,Poly2,1.5,479,55.827541709994726
EUR,Poly2,1.5,480,55.88275524638331
EUR,Poly2,1.5,481,55.938070006326996
EUR,Poly2,1.5,482,55.9934859898258
EUR,Poly2,1.5,483,56.04900319687972
EUR,Poly2,1.5,484,56.10462162748875
EUR,Poly2,1.5,485,56.16034128165288
EUR,Poly2,1.5,486,56.21616215937213
EUR,Poly2,1.5,487,56.272084260646494
EUR,Poly2,1.5,488,56.32810758547596
EUR,Poly2,1.5,489,56.38423213386055
EUR,Poly2,1.5,490,56.440457905800244
EUR,Poly2,1.5,491,56.49678490129505
EUR,Poly2,1.5,492,56.553213120344964
