currency,model,horizon,date,y_pred
USD,RNN,1.5,2024-09-13,39.90944315928516
USD,RNN,1.5,2024-09-14,39.82265773488509
USD,RNN,1.5,2024-09-15,39.754647837523194
USD,RNN,1.5,2024-09-16,39.78883742831329
USD,RNN,1.5,2024-09-17,39.76296311054032
USD,RNN,1.5,2024-09-18,39.770011159007694
USD,RNN,1.5,2024-09-19,39.7624247661661
USD,RNN,1.5,2024-09-20,39.76203828528437
USD,RNN,1.5,2024-09-21,39.76166383399349
USD,RNN,1.5,2024-09-22,39.76177799400325
USD,RNN,1.5,2024-09-23,39.76190749375974
USD,RNN,1.5,2024-09-24,39.7621673006278
USD,RNN,1.5,2024-09-25,39.76190434507489
USD,RNN,1.5,2024-09-26,39.7621337550238
USD,RNN,1.5,2024-09-27,39.76199557620009
USD,RNN,1.5,2024-09-28,39.762035298070536
USD,RNN,1.5,2024-09-29,39.7620072828489
USD,RNN,1.5,2024-09-30,39.76201761699406
USD,RNN,1.5,2024-10-01,39.762010593004774
USD,RNN,1.5,2024-10-02,39.76201406463166
USD,RNN,1.5,2024-10-03,39.76201204624393
USD,RNN,1.5,2024-10-04,39.76201156183088
USD,RNN,1.5,2024-10-05,39.76201160219863
USD,RNN,1.5,2024-10-06,39.76201152146312
USD,RNN,1.5,2024-10-07,39.76201148109537
USD,RNN,1.5,2024-10-08,39.76201156183088
USD,RNN,1.5,2024-10-09,39.76201148109537
USD,RNN,1.5,2024-10-10,39.76201156183088
USD,RNN,1.5,2024-10-11,39.76201152146312
USD,RNN,1.5,2024-10-12,39.76201156183088
USD,RNN,1.5,2024-10-13,39.76201152146312
USD,RNN,1.5,2024-10-14,39.76201152146312
USD,RNN,1.5,2024-10-15,39.76201148109537
USD,RNN,1.5,2024-10-16,39.76201152146312
USD,RNN,1.5,2024-10-17,39.76201152146312
USD,RNN,1.5,2024-10-18,39.76201152146312
USD,RNN,1.5,2024-10-19,39.76201152146312
USD,RNN,1.5,2024-10-20,39.76201152146312
USD,RNN,1.5,2024-10-21,39.76201152146312
USD,RNN,1.5,2024-10-22,39.76201152146312
USD,RNN,1.5,2024-10-23,39.76201152146312
USD,RNN,1.5,2024-10-24,39.76201152146312
USD,RNN,1.5,2024-10-25,39.76201148109537
USD,RNN,1.5,2024-10-26,39.76201148109537
USD,RNN,1.5,2024-10-27,39.76201152146312
USD,RNN,1.5,2024-10-28,39.76201148109537
USD,RNN,1.5,2024-10-29,39.76201148109537
USD,RNN,1.5,2024-10-30,39.76201152146312
USD,RNN,1.5,2024-10-31,39.76201152146312
USD,RNN,1.5,2024-11-01,39.76201152146312
USD,RNN,1.5,2024-11-02,39.76201152146312
USD,RNN,1.5,2024-11-03,39.76201148109537
USD,RNN,1.5,2024-11-04,39.76201152146312
USD,RNN,1.5,2024-11-05,39.76201152146312
USD,RNN,1.5,2024-11-06,39.76201152146312
USD,RNN,1.5,2024-11-07,39.76201152146312
USD,RNN,1.5,2024-11-08,39.76201152146312
USD,RNN,1.5,2024-11-09,39.76201152146312
USD,RNN,1.5,2024-11-10,39.76201148109537
USD,RNN,1.5,2024-11-11,39.76201152146312
USD,RNN,1.5,2024-11-12,39.76201148109537
USD,RNN,1.5,2024-11-13,39.76201152146312
USD,RNN,1.5,2024-11-14,39.76201148109537
USD,RNN,1.5,2024-11-15,39.76201148109537
USD,RNN,1.5,2024-11-16,39.76201148109537
USD,RNN,1.5,2024-11-17,39.76201148109537
USD,RNN,1.5,2024-11-18,39.76201152146312
USD,RNN,1.5,2024-11-19,39.76201152146312
USD,RNN,1.5,2024-11-20,39.76201156183088
USD,RNN,1.5,2024-11-21,39.76201152146312
USD,RNN,1.5,2024-11-22,39.76201152146312
USD,RNN,1.5,2024-11-23,39.76201152146312
USD,RNN,1.5,2024-11-24,39.76201152146312
USD,RNN,1.5,2024-11-25,39.76201152146312
USD,RNN,1.5,2024-11-26,39.76201152146312
USD,RNN,1.5,2024-11-27,39.76201152146312
USD,RNN,1.5,2024-11-28,39.76201152146312
USD,RNN,1.5,2024-11-29,39.76201148109537
USD,RNN,1.5,2024-11-30,39.76201152146312
USD,RNN,1.5,2024-12-01,39.76201148109537
USD,RNN,1.5,2024-12-02,39.76201148109537
USD,RNN,1.5,2024-12-03,39.76201152146312
USD,RNN,1.5,2024-12-04,39.76201152146312
USD,RNN,1.5,2024-12-05,39.76201152146312
USD,RNN,1.5,2024-12-06,39.76201152146312
USD,RNN,1.5,2024-12-07,39.76201152146312
USD,RNN,1.5,2024-12-08,39.76201152146312
USD,RNN,1.5,2024-12-09,39.76201152146312
USD,RNN,1.5,2024-12-10,39.76201148109537
USD,RNN,1.5,2024-12-11,39.76201152146312
USD,RNN,1.5,2024-12-12,39.76201152146312
USD,RNN,1.5,2024-12-13,39.76201152146312
USD,RNN,1.5,2024-12-14,39.76201152146312
USD,RNN,1.5,2024-12-15,39.76201152146312
USD,RNN,1.5,2024-12-16,39.76201152146312
USD,RNN,1.5,2024-12-17,39.76201152146312
USD,RNN,1.5,2024-12-18,39.76201152146312
USD,RNN,1.5,2024-12-19,39.76201148109537
USD,RNN,1.5,2024-12-20,39.76201148109537
USD,RNN,1.5,2024-12-21,39.76201148109537
USD,RNN,1.5,2024-12-22,39.76201148109537
USD,RNN,1.5,2024-12-23,39.76201152146312
USD,RNN,1.5,2024-12-24,39.76201152146312
USD,RNN,1.5,2024-12-25,39.76201148109537
USD,RNN,1.5,2024-12-26,39.76201152146312
USD,RNN,1.5,2024-12-27,39.76201152146312
USD,RNN,1.5,2024-12-28,39.76201152146312
USD,RNN,1.5,2024-12-29,39.76201148109537
USD,RNN,1.5,2024-12-30,39.76201152146312
USD,RNN,1.5,2024-12-31,39.76201152146312
USD,RNN,1.5,2025-01-01,39.76201152146312
USD,RNN,1.5,2025-01-02,39.76201152146312
USD,RNN,1.5,2025-01-03,39.76201152146312
USD,RNN,1.5,2025-01-04,39.76201156183088
USD,RNN,1.5,2025-01-05,39.76201152146312
USD,RNN,1.5,2025-01-06,39.76201152146312
USD,RNN,1.5,2025-01-07,39.76201152146312
USD,RNN,1.5,2025-01-08,39.76201148109537
USD,RNN,1.5,2025-01-09,39.76201152146312
USD,RNN,1.5,2025-01-10,39.76201152146312
USD,RNN,1.5,2025-01-11,39.76201148109537
USD,RNN,1.5,2025-01-12,39.76201148109537
USD,RNN,1.5,2025-01-13,39.76201152146312
USD,RNN,1.5,2025-01-14,39.76201148109537
USD,RNN,1.5,2025-01-15,39.76201148109537
USD,RNN,1.5,2025-01-16,39.76201148109537
USD,RNN,1.5,2025-01-17,39.76201152146312
USD,RNN,1.5,2025-01-18,39.76201152146312
USD,RNN,1.5,2025-01-19,39.76201152146312
USD,RNN,1.5,2025-01-20,39.76201152146312
USD,RNN,1.5,2025-01-21,39.76201152146312
USD,RNN,1.5,2025-01-22,39.76201152146312
USD,RNN,1.5,2025-01-23,39.76201152146312
USD,RNN,1.5,2025-01-24,39.76201152146312
USD,RNN,1.5,2025-01-25,39.76201152146312
USD,RNN,1.5,2025-01-26,39.76201152146312
USD,RNN,1.5,2025-01-27,39.76201152146312
USD,RNN,1.5,2025-01-28,39.76201152146312
USD,RNN,1.5,2025-01-29,39.76201152146312
USD,RNN,1.5,2025-01-30,39.76201152146312
USD,RNN,1.5,2025-01-31,39.76201152146312
USD,RNN,1.5,2025-02-01,39.76201152146312
USD,RNN,1.5,2025-02-02,39.76201152146312
USD,RNN,1.5,2025-02-03,39.76201148109537
USD,RNN,1.5,2025-02-04,39.76201152146312
USD,RNN,1.5,2025-02-05,39.76201148109537
USD,RNN,1.5,2025-02-06,39.76201152146312
USD,RNN,1.5,2025-02-07,39.76201148109537
USD,RNN,1.5,2025-02-08,39.76201152146312
USD,RNN,1.5,2025-02-09,39.76201152146312
USD,RNN,1.5,2025-02-10,39.76201152146312
USD,RNN,1.5,2025-02-11,39.76201152146312
USD,RNN,1.5,2025-02-12,39.76201152146312
USD,RNN,1.5,2025-02-13,39.76201152146312
USD,RNN,1.5,2025-02-14,39.76201156183088
USD,RNN,1.5,2025-02-15,39.76201152146312
USD,RNN,1.5,2025-02-16,39.76201152146312
USD,RNN,1.5,2025-02-17,39.76201152146312
USD,RNN,1.5,2025-02-18,39.76201152146312
USD,RNN,1.5,2025-02-19,39.76201152146312
USD,RNN,1.5,2025-02-20,39.76201152146312
USD,RNN,1.5,2025-02-21,39.76201148109537
USD,RNN,1.5,2025-02-22,39.76201152146312
USD,RNN,1.5,2025-02-23,39.76201148109537
USD,RNN,1.5,2025-02-24,39.76201148109537
USD,RNN,1.5,2025-02-25,39.76201152146312
