currency,model,horizon,step,y_pred
USD,Poly2,0.5,256,41.578293774370124
USD,Poly2,0.5,257,41.59118386706976
USD,Poly2,0.5,258,41.604044985886475
USD,Poly2,0.5,259,41.61687713082027
USD,Poly2,0.5,260,41.62968030187115
USD,Poly2,0.5,261,41.642454499039104
USD,Poly2,0.5,262,41.655199722324134
USD,Poly2,0.5,263,41.66791597172625
USD,Poly2,0.5,264,41.68060324724544
USD,Poly2,0.5,265,41.693261548881715
USD,Poly2,0.5,266,41.70589087663507
USD,Poly2,0.5,267,41.7184912305055
USD,Poly2,0.5,268,41.731062610493005
USD,Poly2,0.5,269,41.7436050165976
USD,Poly2,0.5,270,41.756118448819265
USD,Poly2,0.5,271,41.76860290715801
USD,Poly2,0.5,272,41.78105839161384
USD,Poly2,0.5,273,41.79348490218675
USD,Poly2,0.5,274,41.805882438876736
USD,Poly2,0.5,275,41.8182510016838
USD,Poly2,0.5,276,41.83059059060795
USD,Poly2,0.5,277,41.84290120564917
USD,Poly2,0.5,278,41.85518284680747
USD,Poly2,0.5,279,41.86743551408286
USD,Poly2,0.5,280,41.879659207475314
USD,Poly2,0.5,281,41.89185392698486
USD,Poly2,0.5,282,41.904019672611476
USD,Poly2,0.5,283,41.91615644435518
USD,Poly2,0.5,284,41.92826424221596
USD,Poly2,0.5,285,41.94034306619382
USD,Poly2,0.5,286,41.95239291628876
USD,Poly2,0.5,287,41.96441379250077
USD,Poly2,0.5,288,41.97640569482987
USD,Poly2,0.5,289,41.988368623276045
USD,Poly2,0.5,290,42.0003025778393
USD,Poly2,0.5,291,42.012207558519634
USD,Poly2,0.5,292,42.02408356531705
USD,Poly2,0.5,293,42.035930598231545
USD,Poly2,0.5,294,42.047748657263114
USD,Poly2,0.5,295,42.05953774241176
USD,Poly2,0.5,296,42.0712978536775
USD,Poly2,0.5,297,42.08302899106031
USD,Poly2,0.5,298,42.09473115456019
USD,Poly2,0.5,299,42.106404344177164
USD,Poly2,0.5,300,42.118048559911216
USD,Poly2,0.5,301,42.12966380176234
USD,Poly2,0.5,302,42.141250069730546
USD,Poly2,0.5,303,42.15280736381584
USD,Poly2,0.5,304,42.1643356840182
USD,Poly2,0.5,305,42.175835030337645
USD,Poly2,0.5,306,42.18730540277417
USD,Poly2,0.5,307,42.19874680132777
USD,Poly2,0.5,308,42.21015922599846
USD,Poly2,0.5,309,42.22154267678622
USD,Poly2,0.5,310,42.23289715369106
USD,Poly2,0.5,311,42.244222656712985
USD,Poly2,0.5,312,42.25551918585198
USD,Poly2,0.5,313,42.26678674110806
USD,Poly2,0.5,314,42.27802532248122
USD,Poly2,0.5,315,42.28923492997146
USD,Poly2,0.5,316,42.30041556357878
USD,Poly2,0.5,317,42.31156722330317
USD,Poly2,0.5,318,42.32268990914465
USD,Poly2,0.5,319,42.33378362110321
USD,Poly2,0.5,320,42.34484835917884
USD,Poly2,0.5,321,42.35588412337155
USD,Poly2,0.5,322,42.366890913681345
USD,Poly2,0.5,323,42.37786873010822
USD,Poly2,0.5,324,42.38881757265217
USD,Poly2,0.5,325,42.399737441313206
USD,Poly2,0.5,326,42.410628336091314
USD,Poly2,0.5,327,42.42149025698651
USD,Poly2,0.5,328,42.43232320399878
USD,Poly2,0.5,329,42.443127177128126
USD,Poly2,0.5,330,42.453902176374555
USD,Poly2,0.5,331,42.46464820173806
USD,Poly2,0.5,332,42.47536525321865
USD,Poly2,0.5,333,42.48605333081631
USD,Poly2,0.5,334,42.496712434531055
USD,Poly2,0.5,335,42.50734256436289
USD,Poly2,0.5,336,42.517943720311784
USD,Poly2,0.5,337,42.52851590237777
USD,Poly2,0.5,338,42.539059110560835
USD,Poly2,0.5,339,42.549573344860974
USD,Poly2,0.5,340,42.56005860527819
USD,Poly2,0.5,341,42.57051489181249
USD,Poly2,0.5,342,42.580942204463874
USD,Poly2,0.5,343,42.591340543232334
USD,Poly2,0.5,344,42.601709908117876
USD,Poly2,0.5,345,42.61205029912049
USD,Poly2,0.5,346,42.62236171624019
USD,Poly2,0.5,347,42.63264415947697
USD,Poly2,0.5,348,42.64289762883082
USD,Poly2,0.5,349,42.65312212430176
USD,Poly2,0.5,350,42.66331764588977
USD,Poly2,0.5,351,42.67348419359487
