currency,horizon,date,y_pred
EUR,1.5,2024-09-13,45.41562130534494
EUR,1.5,2024-09-14,45.41813413711294
EUR,1.5,2024-09-15,45.41870394133566
EUR,1.5,2024-09-16,45.41883314889199
EUR,1.5,2024-09-17,45.4188624477142
EUR,1.5,2024-09-18,45.41886909145089
EUR,1.5,2024-09-19,45.418870597970056
EUR,1.5,2024-09-20,45.41887093958504
EUR,1.5,2024-09-21,45.41887101704891
EUR,1.5,2024-09-22,45.41887103461444
EUR,1.5,2024-09-23,45.418871038597565
EUR,1.5,2024-09-24,45.41887103950077
EUR,1.5,2024-09-25,45.41887103970558
EUR,1.5,2024-09-26,45.41887103975202
EUR,1.5,2024-09-27,45.41887103976255
EUR,1.5,2024-09-28,45.41887103976494
EUR,1.5,2024-09-29,45.41887103976548
EUR,1.5,2024-09-30,45.4188710397656
EUR,1.5,2024-10-01,45.41887103976563
EUR,1.5,2024-10-02,45.418871039765634
EUR,1.5,2024-10-03,45.418871039765634
EUR,1.5,2024-10-04,45.418871039765634
EUR,1.5,2024-10-05,45.418871039765634
EUR,1.5,2024-10-06,45.418871039765634
EUR,1.5,2024-10-07,45.418871039765634
EUR,1.5,2024-10-08,45.418871039765634
EUR,1.5,2024-10-09,45.418871039765634
EUR,1.5,2024-10-10,45.418871039765634
EUR,1.5,2024-10-11,45.418871039765634
EUR,1.5,2024-10-12,45.418871039765634
EUR,1.5,2024-10-13,45.418871039765634
EUR,1.5,2024-10-14,45.418871039765634
EUR,1.5,2024-10-15,45.418871039765634
EUR,1.5,2024-10-16,45.418871039765634
EUR,1.5,2024-10-17,45.418871039765634
EUR,1.5,2024-10-18,45.418871039765634
EUR,1.5,2024-10-19,45.418871039765634
EUR,1.5,2024-10-20,45.418871039765634
EUR,1.5,2024-10-21,45.418871039765634
EUR,1.5,2024-10-22,45.418871039765634
EUR,1.5,2024-10-23,45.418871039765634
EUR,1.5,2024-10-24,45.418871039765634
EUR,1.5,2024-10-25,45.418871039765634
EUR,1.5,2024-10-26,45.418871039765634
EUR,1.5,2024-10-27,45.418871039765634
EUR,1.5,2024-10-28,45.418871039765634
EUR,1.5,2024-10-29,45.418871039765634
EUR,1.5,2024-10-30,45.418871039765634
EUR,1.5,2024-10-31,45.418871039765634
EUR,1.5,2024-11-01,45.418871039765634
EUR,1.5,2024-11-02,45.418871039765634
EUR,1.5,2024-11-03,45.418871039765634
EUR,1.5,2024-11-04,45.418871039765634
EUR,1.5,2024-11-05,45.418871039765634
EUR,1.5,2024-11-06,45.418871039765634
EUR,1.5,2024-11-07,45.418871039765634
EUR,1.5,2024-11-08,45.418871039765634
EUR,1.5,2024-11-09,45.418871039765634
EUR,1.5,2024-11-10,45.418871039765634
EUR,1.5,2024-11-11,45.418871039765634
EUR,1.5,2024-11-12,45.418871039765634
EUR,1.5,2024-11-13,45.418871039765634
EUR,1.5,2024-11-14,45.418871039765634
EUR,1.5,2024-11-15,45.418871039765634
EUR,1.5,2024-11-16,45.418871039765634
EUR,1.5,2024-11-17,45.418871039765634
EUR,1.5,2024-11-18,45.418871039765634
EUR,1.5,2024-11-19,45.418871039765634
EUR,1.5,2024-11-20,45.418871039765634
EUR,1.5,2024-11-21,45.418871039765634
EUR,1.5,2024-11-22,45.418871039765634
EUR,1.5,2024-11-23,45.418871039765634
EUR,1.5,2024-11-24,45.418871039765634
EUR,1.5,2024-11-25,45.418871039765634
EUR,1.5,2024-11-26,45.418871039765634
EUR,1.5,2024-11-27,45.418871039765634
EUR,1.5,2024-11-28,45.418871039765634
EUR,1.5,2024-11-29,45.418871039765634
EUR,1.5,2024-11-30,45.418871039765634
EUR,1.5,2024-12-01,45.418871039765634
EUR,1.5,2024-12-02,45.418871039765634
EUR,1.5,2024-12-03,45.418871039765634
EUR,1.5,2024-12-04,45.418871039765634
EUR,1.5,2024-12-05,45.418871039765634
EUR,1.5,2024-12-06,45.418871039765634
EUR,1.5,2024-12-07,45.418871039765634
EUR,1.5,2024-12-08,45.418871039765634
EUR,1.5,2024-12-09,45.418871039765634
EUR,1.5,2024-12-10,45.418871039765634
EUR,1.5,2024-12-11,45.418871039765634
EUR,1.5,2024-12-12,45.418871039765634
EUR,1.5,2024-12-13,45.418871039765634
EUR,1.5,2024-12-14,45.418871039765634
EUR,1.5,2024-12-15,45.418871039765634
EUR,1.5,2024-12-16,45.418871039765634
EUR,1.5,2024-12-17,45.418871039765634
