currency,model,horizon,date,y_pred
EUR,RNN,0.5,2024-09-13,42.84713945653538
EUR,RNN,0.5,2024-09-14,43.160180436203994
EUR,RNN,0.5,2024-09-15,43.17903934450902
EUR,RNN,0.5,2024-09-16,43.15887094178154
EUR,RNN,0.5,2024-09-17,43.19466115187774
EUR,RNN,0.5,2024-09-18,43.14946077109753
EUR,RNN,0.5,2024-09-19,43.16423056611495
EUR,RNN,0.5,2024-09-20,43.16104033777276
EUR,RNN,0.5,2024-09-21,43.16383124677905
EUR,RNN,0.5,2024-09-22,43.16498941166638
EUR,RNN,0.5,2024-09-23,43.16449044758078
EUR,RNN,0.5,2024-09-24,43.16455501885926
EUR,RNN,0.5,2024-09-25,43.16512371344766
EUR,RNN,0.5,2024-09-26,43.1645613117248
EUR,RNN,0.5,2024-09-27,43.16493388638213
EUR,RNN,0.5,2024-09-28,43.16474947303181
EUR,RNN,0.5,2024-09-29,43.16485048277808
EUR,RNN,0.5,2024-09-30,43.164804952044996
EUR,RNN,0.5,2024-10-01,43.16482998469398
EUR,RNN,0.5,2024-10-02,43.16481080533538
EUR,RNN,0.5,2024-10-03,43.16482764800493
EUR,RNN,0.5,2024-10-04,43.164831025793056
EUR,RNN,0.5,2024-10-05,43.16482554267124
EUR,RNN,0.5,2024-10-06,43.16482912867918
EUR,RNN,0.5,2024-10-07,43.16482663004139
EUR,RNN,0.5,2024-10-08,43.16482813385117
EUR,RNN,0.5,2024-10-09,43.16482755546279
EUR,RNN,0.5,2024-10-10,43.16482776368261
EUR,RNN,0.5,2024-10-11,43.164827671140465
EUR,RNN,0.5,2024-10-12,43.164827694276
EUR,RNN,0.5,2024-10-13,43.164827671140465
EUR,RNN,0.5,2024-10-14,43.164827694276
EUR,RNN,0.5,2024-10-15,43.164827694276
EUR,RNN,0.5,2024-10-16,43.164827694276
EUR,RNN,0.5,2024-10-17,43.164827694276
EUR,RNN,0.5,2024-10-18,43.164827694276
EUR,RNN,0.5,2024-10-19,43.164827694276
EUR,RNN,0.5,2024-10-20,43.164827694276
EUR,RNN,0.5,2024-10-21,43.164827671140465
EUR,RNN,0.5,2024-10-22,43.164827694276
EUR,RNN,0.5,2024-10-23,43.164827717411534
EUR,RNN,0.5,2024-10-24,43.164827671140465
EUR,RNN,0.5,2024-10-25,43.164827671140465
EUR,RNN,0.5,2024-10-26,43.16482764800493
EUR,RNN,0.5,2024-10-27,43.164827694276
EUR,RNN,0.5,2024-10-28,43.164827671140465
EUR,RNN,0.5,2024-10-29,43.164827694276
EUR,RNN,0.5,2024-10-30,43.164827694276
EUR,RNN,0.5,2024-10-31,43.164827694276
EUR,RNN,0.5,2024-11-01,43.164827694276
EUR,RNN,0.5,2024-11-02,43.164827694276
EUR,RNN,0.5,2024-11-03,43.164827694276
EUR,RNN,0.5,2024-11-04,43.164827671140465
EUR,RNN,0.5,2024-11-05,43.164827694276
EUR,RNN,0.5,2024-11-06,43.164827694276
EUR,RNN,0.5,2024-11-07,43.164827694276
EUR,RNN,0.5,2024-11-08,43.164827694276
EUR,RNN,0.5,2024-11-09,43.164827671140465
EUR,RNN,0.5,2024-11-10,43.164827694276
EUR,RNN,0.5,2024-11-11,43.164827671140465
EUR,RNN,0.5,2024-11-12,43.164827671140465
EUR,RNN,0.5,2024-11-13,43.164827694276
EUR,RNN,0.5,2024-11-14,43.164827694276
EUR,RNN,0.5,2024-11-15,43.164827694276
EUR,RNN,0.5,2024-11-16,43.164827694276
EUR,RNN,0.5,2024-11-17,43.164827671140465
EUR,RNN,0.5,2024-11-18,43.164827694276
EUR,RNN,0.5,2024-11-19,43.164827694276
EUR,RNN,0.5,2024-11-20,43.164827717411534
EUR,RNN,0.5,2024-11-21,43.164827694276
EUR,RNN,0.5,2024-11-22,43.16482764800493
EUR,RNN,0.5,2024-11-23,43.164827694276
EUR,RNN,0.5,2024-11-24,43.164827694276
EUR,RNN,0.5,2024-11-25,43.164827694276
EUR,RNN,0.5,2024-11-26,43.164827694276
EUR,RNN,0.5,2024-11-27,43.164827671140465
EUR,RNN,0.5,2024-11-28,43.164827694276
EUR,RNN,0.5,2024-11-29,43.164827671140465
EUR,RNN,0.5,2024-11-30,43.164827694276
EUR,RNN,0.5,2024-12-01,43.164827694276
EUR,RNN,0.5,2024-12-02,43.164827671140465
EUR,RNN,0.5,2024-12-03,43.164827694276
EUR,RNN,0.5,2024-12-04,43.164827694276
EUR,RNN,0.5,2024-12-05,43.164827694276
EUR,RNN,0.5,2024-12-06,43.164827717411534
EUR,RNN,0.5,2024-12-07,43.164827671140465
EUR,RNN,0.5,2024-12-08,43.164827694276
EUR,RNN,0.5,2024-12-09,43.164827694276
EUR,RNN,0.5,2024-12-10,43.164827694276
EUR,RNN,0.5,2024-12-11,43.164827694276
EUR,RNN,0.5,2024-12-12,43.164827694276
EUR,RNN,0.5,2024-12-13,43.164827694276
EUR,RNN,0.5,2024-12-14,43.164827694276
EUR,RNN,0.5,2024-12-15,43.164827694276
EUR,RNN,0.5,2024-12-16,43.164827694276
EUR,RNN,0.5,2024-12-17,43.164827694276
EUR,RNN,0.5,2024-12-18,43.16482764800493
EUR,RNN,0.5,2024-12-19,43.164827694276
EUR,RNN,0.5,2024-12-20,43.164827694276
EUR,RNN,0.5,2024-12-21,43.164827694276
EUR,RNN,0.5,2024-12-22,43.164827671140465
EUR,RNN,0.5,2024-12-23,43.164827694276
EUR,RNN,0.5,2024-12-24,43.164827694276
EUR,RNN,0.5,2024-12-25,43.164827694276
EUR,RNN,0.5,2024-12-26,43.164827694276
EUR,RNN,0.5,2024-12-27,43.164827694276
EUR,RNN,0.5,2024-12-28,43.16482764800493
EUR,RNN,0.5,2024-12-29,43.164827694276
EUR,RNN,0.5,2024-12-30,43.164827694276
EUR,RNN,0.5,2024-12-31,43.164827694276
EUR,RNN,0.5,2025-01-01,43.164827694276
EUR,RNN,0.5,2025-01-02,43.164827694276
EUR,RNN,0.5,2025-01-03,43.164827694276
EUR,RNN,0.5,2025-01-04,43.164827694276
EUR,RNN,0.5,2025-01-05,43.164827694276
EUR,RNN,0.5,2025-01-06,43.164827694276
EUR,RNN,0.5,2025-01-07,43.164827694276
EUR,RNN,0.5,2025-01-08,43.164827671140465
EUR,RNN,0.5,2025-01-09,43.164827694276
EUR,RNN,0.5,2025-01-10,43.164827694276
EUR,RNN,0.5,2025-01-11,43.164827671140465
EUR,RNN,0.5,2025-01-12,43.164827694276
EUR,RNN,0.5,2025-01-13,43.164827694276
EUR,RNN,0.5,2025-01-14,43.164827671140465
EUR,RNN,0.5,2025-01-15,43.164827694276
EUR,RNN,0.5,2025-01-16,43.164827694276
