region,model,horizon,date,y_pred
East,poly_deg2,1.0,2027-10-31,-1246.7254686907127
East,poly_deg2,1.0,2027-11-30,-2572.7514331212014
East,poly_deg2,1.0,2027-12-31,-3949.4716838081367
East,poly_deg2,1.0,2028-01-31,-5376.88622075151
East,poly_deg2,1.0,2028-02-29,-6854.995043951318
East,poly_deg2,1.0,2028-03-31,-8383.798153407555
East,poly_deg2,1.0,2028-04-30,-9963.29554912024
East,poly_deg2,1.0,2028-05-31,-11593.487231089372
East,poly_deg2,1.0,2028-06-30,-13274.37319931492
East,poly_deg2,1.0,2028-07-31,-15005.953453796928
East,poly_deg2,1.0,2028-08-31,-16788.22799453536
East,poly_deg2,1.0,2028-09-30,-18621.196821530233
East,poly_deg2,1.0,2028-10-31,-20504.859934781547
East,poly_deg2,1.0,2028-11-30,-22439.2173342893
East,poly_deg2,1.0,2028-12-31,-24424.269020053485
East,poly_deg2,1.0,2029-01-31,-26460.014992074117
East,poly_deg2,1.0,2029-02-28,-28546.45525035118
East,poly_deg2,1.0,2029-03-31,-30683.58979488469
East,poly_deg2,1.0,2029-04-30,-32871.41862567463
East,poly_deg2,1.0,2029-05-31,-35109.94174272101
East,poly_deg2,1.0,2029-06-30,-37399.15914602382
East,poly_deg2,1.0,2029-07-31,-39739.07083558307
East,poly_deg2,1.0,2029-08-31,-42129.67681139877
East,poly_deg2,1.0,2029-09-30,-44570.9770734709
East,poly_deg2,1.0,2029-10-31,-47062.971621799465
East,poly_deg2,1.0,2029-11-30,-49605.660456384474
East,poly_deg2,1.0,2029-12-31,-52199.04357722592
East,poly_deg2,1.0,2030-01-31,-54843.120984323796
East,poly_deg2,1.0,2030-02-28,-57537.892677678115
East,poly_deg2,1.0,2030-03-31,-60283.35865728888
East,poly_deg2,1.0,2030-04-30,-63079.518923156094
East,poly_deg2,1.0,2030-05-31,-65926.37347527972
East,poly_deg2,1.0,2030-06-30,-68823.9223136598
