region,model,horizon,date,y_pred
South,poly_deg2,0.5,2027-10-31,20368.139753751948
South,poly_deg2,0.5,2027-11-30,21394.314048744436
South,poly_deg2,0.5,2027-12-31,22454.877808860503
South,poly_deg2,0.5,2028-01-31,23549.831034100156
South,poly_deg2,0.5,2028-02-29,24679.1737244634
South,poly_deg2,0.5,2028-03-31,25842.90587995023
South,poly_deg2,0.5,2028-04-30,27041.027500560645
South,poly_deg2,0.5,2028-05-31,28273.538586294642
South,poly_deg2,0.5,2028-06-30,29540.43913715223
South,poly_deg2,0.5,2028-07-31,30841.7291531334
South,poly_deg2,0.5,2028-08-31,32177.40863423816
South,poly_deg2,0.5,2028-09-30,33547.47758046651
South,poly_deg2,0.5,2028-10-31,34951.935991818435
South,poly_deg2,0.5,2028-11-30,36390.78386829396
South,poly_deg2,0.5,2028-12-31,37864.021209893064
South,poly_deg2,0.5,2029-01-31,39371.64801661574
