region,model,horizon,date,y_pred
West,poly_deg2,1.0,2027-10-31,14662.493053734686
West,poly_deg2,1.0,2027-11-30,14596.827713287657
West,poly_deg2,1.0,2027-12-31,14523.205469548593
West,poly_deg2,1.0,2028-01-31,14441.626322517492
West,poly_deg2,1.0,2028-02-29,14352.090272194357
West,poly_deg2,1.0,2028-03-31,14254.597318579186
West,poly_deg2,1.0,2028-04-30,14149.14746167198
West,poly_deg2,1.0,2028-05-31,14035.74070147274
West,poly_deg2,1.0,2028-06-30,13914.377037981463
West,poly_deg2,1.0,2028-07-31,13785.05647119815
West,poly_deg2,1.0,2028-08-31,13647.779001122803
West,poly_deg2,1.0,2028-09-30,13502.54462775542
West,poly_deg2,1.0,2028-10-31,13349.353351096002
West,poly_deg2,1.0,2028-11-30,13188.20517114455
West,poly_deg2,1.0,2028-12-31,13019.10008790106
West,poly_deg2,1.0,2029-01-31,12842.038101365537
West,poly_deg2,1.0,2029-02-28,12657.019211537978
West,poly_deg2,1.0,2029-03-31,12464.043418418383
West,poly_deg2,1.0,2029-04-30,12263.110722006753
West,poly_deg2,1.0,2029-05-31,12054.22112230309
West,poly_deg2,1.0,2029-06-30,11837.374619307388
West,poly_deg2,1.0,2029-07-31,11612.571213019653
West,poly_deg2,1.0,2029-08-31,11379.810903439882
West,poly_deg2,1.0,2029-09-30,11139.093690568077
West,poly_deg2,1.0,2029-10-31,10890.419574404234
West,poly_deg2,1.0,2029-11-30,10633.788554948358
West,poly_deg2,1.0,2029-12-31,10369.200632200445
West,poly_deg2,1.0,2030-01-31,10096.6558061605
West,poly_deg2,1.0,2030-02-28,9816.154076828516
West,poly_deg2,1.0,2030-03-31,9527.695444204499
West,poly_deg2,1.0,2030-04-30,9231.279908288443
West,poly_deg2,1.0,2030-05-31,8926.907469080355
West,poly_deg2,1.0,2030-06-30,8614.578126580234
