region,model,horizon,date,y_pred
Central,RNN,1.0,2027-10-31,10955.077034219144
Central,RNN,1.0,2027-11-30,10886.481732618095
Central,RNN,1.0,2027-12-31,10513.504075212542
Central,RNN,1.0,2028-01-31,10683.945290607227
Central,RNN,1.0,2028-02-29,10750.817029031099
Central,RNN,1.0,2028-03-31,10722.134994772112
Central,RNN,1.0,2028-04-30,10761.452590353038
Central,RNN,1.0,2028-05-31,10747.501380487583
Central,RNN,1.0,2028-06-30,10746.045136250073
Central,RNN,1.0,2028-07-31,10748.344341981698
Central,RNN,1.0,2028-08-31,10746.828272974602
Central,RNN,1.0,2028-09-30,10747.281374634582
Central,RNN,1.0,2028-10-31,10746.825697039883
Central,RNN,1.0,2028-11-30,10747.021573218684
Central,RNN,1.0,2028-12-31,10747.02477999456
Central,RNN,1.0,2029-01-31,10747.008483264706
Central,RNN,1.0,2029-02-28,10747.029826723803
Central,RNN,1.0,2029-03-31,10747.020364106469
Central,RNN,1.0,2029-04-30,10747.022519480417
Central,RNN,1.0,2029-05-31,10747.021257798107
Central,RNN,1.0,2029-06-30,10747.021205228011
Central,RNN,1.0,2029-07-31,10747.021468078492
Central,RNN,1.0,2029-08-31,10747.021257798107
Central,RNN,1.0,2029-09-30,10747.021415508396
Central,RNN,1.0,2029-10-31,10747.021310368204
Central,RNN,1.0,2029-11-30,10747.021415508396
Central,RNN,1.0,2029-12-31,10747.021310368204
Central,RNN,1.0,2030-01-31,10747.0213629383
Central,RNN,1.0,2030-02-28,10747.0213629383
Central,RNN,1.0,2030-03-31,10747.021257798107
Central,RNN,1.0,2030-04-30,10747.021257798107
Central,RNN,1.0,2030-05-31,10747.021310368204
Central,RNN,1.0,2030-06-30,10747.021310368204
