region,model,horizon,date,y_pred
West,RNN,0.5,2027-10-31,14546.012190305748
West,RNN,0.5,2027-11-30,14116.117633673604
West,RNN,0.5,2027-12-31,13974.72714337877
West,RNN,0.5,2028-01-31,13916.184058219389
West,RNN,0.5,2028-02-29,13853.258344779597
West,RNN,0.5,2028-03-31,13788.72749678068
West,RNN,0.5,2028-04-30,13822.781274565512
West,RNN,0.5,2028-05-31,13816.457924830382
West,RNN,0.5,2028-06-30,13808.343355651432
West,RNN,0.5,2028-07-31,13808.534196309718
West,RNN,0.5,2028-08-31,13808.90612219328
West,RNN,0.5,2028-09-30,13808.906244136193
West,RNN,0.5,2028-10-31,13808.647359332652
West,RNN,0.5,2028-11-30,13808.67906448994
West,RNN,0.5,2028-12-31,13808.722354223928
West,RNN,0.5,2029-01-31,13808.703453072467
