region,model,horizon,date,y_pred
East,RNN,1.5,2027-10-31,10586.373785827065
East,RNN,1.5,2027-11-30,10979.602357119682
East,RNN,1.5,2027-12-31,10558.516574970887
East,RNN,1.5,2028-01-31,10523.575499511442
East,RNN,1.5,2028-02-29,10415.367970217396
East,RNN,1.5,2028-03-31,10522.665662695908
East,RNN,1.5,2028-04-30,10504.192759701118
East,RNN,1.5,2028-05-31,10523.513078274616
East,RNN,1.5,2028-06-30,10503.058458640035
East,RNN,1.5,2028-07-31,10513.888227970314
East,RNN,1.5,2028-08-31,10511.148313984244
East,RNN,1.5,2028-09-30,10512.25707908481
East,RNN,1.5,2028-10-31,10511.905880812978
East,RNN,1.5,2028-11-30,10512.344090505838
East,RNN,1.5,2028-12-31,10512.088100383102
East,RNN,1.5,2029-01-31,10512.184884826058
East,RNN,1.5,2029-02-28,10512.122778848005
East,RNN,1.5,2029-03-31,10512.159979383083
East,RNN,1.5,2029-04-30,10512.140433339227
East,RNN,1.5,2029-05-31,10512.148630067295
East,RNN,1.5,2029-06-30,10512.145477479578
East,RNN,1.5,2029-07-31,10512.146738514664
East,RNN,1.5,2029-08-31,10512.145792738349
East,RNN,1.5,2029-09-30,10512.146423255894
East,RNN,1.5,2029-10-31,10512.146107997121
East,RNN,1.5,2029-11-30,10512.146423255894
East,RNN,1.5,2029-12-31,10512.146423255894
East,RNN,1.5,2030-01-31,10512.146423255894
East,RNN,1.5,2030-02-28,10512.146423255894
East,RNN,1.5,2030-03-31,10512.146423255894
East,RNN,1.5,2030-04-30,10512.146423255894
East,RNN,1.5,2030-05-31,10512.146423255894
East,RNN,1.5,2030-06-30,10512.146423255894
East,RNN,1.5,2030-07-31,10512.146423255894
East,RNN,1.5,2030-08-31,10512.146423255894
East,RNN,1.5,2030-09-30,10512.146423255894
East,RNN,1.5,2030-10-31,10512.146423255894
East,RNN,1.5,2030-11-30,10512.146423255894
East,RNN,1.5,2030-12-31,10512.146423255894
East,RNN,1.5,2031-01-31,10512.146423255894
East,RNN,1.5,2031-02-28,10512.146423255894
East,RNN,1.5,2031-03-31,10512.146423255894
East,RNN,1.5,2031-04-30,10512.146423255894
East,RNN,1.5,2031-05-31,10512.146423255894
East,RNN,1.5,2031-06-30,10512.146423255894
East,RNN,1.5,2031-07-31,10512.146423255894
East,RNN,1.5,2031-08-31,10512.146423255894
East,RNN,1.5,2031-09-30,10512.146423255894
East,RNN,1.5,2031-10-31,10512.146423255894
