region,model,horizon,date,y_pred
South,LSTM,2.0,2027-10-31,7597.211883473501
South,LSTM,2.0,2027-11-30,7577.056558289267
South,LSTM,2.0,2027-12-31,7569.485939633334
South,LSTM,2.0,2028-01-31,7566.872878587889
South,LSTM,2.0,2028-02-29,7565.932079650238
South,LSTM,2.0,2028-03-31,7565.594544591421
South,LSTM,2.0,2028-04-30,7565.492460817535
South,LSTM,2.0,2028-05-31,7565.419236748543
South,LSTM,2.0,2028-06-30,7565.401719685192
South,LSTM,2.0,2028-07-31,7565.384614249962
South,LSTM,2.0,2028-08-31,7565.388547585336
South,LSTM,2.0,2028-09-30,7565.388822004083
South,LSTM,2.0,2028-10-31,7565.388867740541
South,LSTM,2.0,2028-11-30,7565.388913476999
South,LSTM,2.0,2028-12-31,7565.388913476999
South,LSTM,2.0,2029-01-31,7565.388913476999
South,LSTM,2.0,2029-02-28,7565.388913476999
South,LSTM,2.0,2029-03-31,7565.3889592134565
South,LSTM,2.0,2029-04-30,7565.3889592134565
South,LSTM,2.0,2029-05-31,7565.388913476999
South,LSTM,2.0,2029-06-30,7565.388913476999
South,LSTM,2.0,2029-07-31,7565.388913476999
South,LSTM,2.0,2029-08-31,7565.388913476999
South,LSTM,2.0,2029-09-30,7565.388913476999
South,LSTM,2.0,2029-10-31,7565.388913476999
South,LSTM,2.0,2029-11-30,7565.388913476999
South,LSTM,2.0,2029-12-31,7565.388913476999
South,LSTM,2.0,2030-01-31,7565.388913476999
South,LSTM,2.0,2030-02-28,7565.388913476999
South,LSTM,2.0,2030-03-31,7565.388913476999
South,LSTM,2.0,2030-04-30,7565.388913476999
South,LSTM,2.0,2030-05-31,7565.388913476999
South,LSTM,2.0,2030-06-30,7565.388913476999
South,LSTM,2.0,2030-07-31,7565.388913476999
South,LSTM,2.0,2030-08-31,7565.388913476999
South,LSTM,2.0,2030-09-30,7565.388913476999
South,LSTM,2.0,2030-10-31,7565.388913476999
South,LSTM,2.0,2030-11-30,7565.388913476999
South,LSTM,2.0,2030-12-31,7565.388913476999
South,LSTM,2.0,2031-01-31,7565.388913476999
South,LSTM,2.0,2031-02-28,7565.388913476999
South,LSTM,2.0,2031-03-31,7565.388913476999
South,LSTM,2.0,2031-04-30,7565.388913476999
South,LSTM,2.0,2031-05-31,7565.388913476999
South,LSTM,2.0,2031-06-30,7565.388913476999
South,LSTM,2.0,2031-07-31,7565.388913476999
South,LSTM,2.0,2031-08-31,7565.388913476999
South,LSTM,2.0,2031-09-30,7565.388913476999
South,LSTM,2.0,2031-10-31,7565.388913476999
South,LSTM,2.0,2031-11-30,7565.388913476999
South,LSTM,2.0,2031-12-31,7565.388913476999
South,LSTM,2.0,2032-01-31,7565.388913476999
South,LSTM,2.0,2032-02-29,7565.388913476999
South,LSTM,2.0,2032-03-31,7565.388913476999
South,LSTM,2.0,2032-04-30,7565.388913476999
South,LSTM,2.0,2032-05-31,7565.388913476999
South,LSTM,2.0,2032-06-30,7565.388913476999
South,LSTM,2.0,2032-07-31,7565.388913476999
South,LSTM,2.0,2032-08-31,7565.388913476999
South,LSTM,2.0,2032-09-30,7565.388913476999
South,LSTM,2.0,2032-10-31,7565.388913476999
South,LSTM,2.0,2032-11-30,7565.388913476999
South,LSTM,2.0,2032-12-31,7565.388913476999
South,LSTM,2.0,2033-01-31,7565.388913476999
South,LSTM,2.0,2033-02-28,7565.388913476999
South,LSTM,2.0,2033-03-31,7565.388913476999
