region,model,horizon,date,y_pred
South,MLP,2.0,2027-10-31,7429.089695485109
South,MLP,2.0,2027-11-30,7925.982922240169
South,MLP,2.0,2027-12-31,7228.661743451315
South,MLP,2.0,2028-01-31,7867.898489783352
South,MLP,2.0,2028-02-29,7236.079556601622
South,MLP,2.0,2028-03-31,7425.012198796268
South,MLP,2.0,2028-04-30,7587.083499149646
South,MLP,2.0,2028-05-31,7790.137318437079
South,MLP,2.0,2028-06-30,7430.474686901245
South,MLP,2.0,2028-07-31,7291.186682862802
South,MLP,2.0,2028-08-31,7387.697103470111
South,MLP,2.0,2028-09-30,7377.2349802134395
South,MLP,2.0,2028-10-31,7377.002639007641
South,MLP,2.0,2028-11-30,7393.984082700467
South,MLP,2.0,2028-12-31,7429.673658578737
South,MLP,2.0,2029-01-31,7402.098370630675
South,MLP,2.0,2029-02-28,7386.745144836749
South,MLP,2.0,2029-03-31,7382.946732013614
South,MLP,2.0,2029-04-30,7394.369229411889
South,MLP,2.0,2029-05-31,7395.868470499697
South,MLP,2.0,2029-06-30,7396.040256635322
South,MLP,2.0,2029-07-31,7397.790956768302
South,MLP,2.0,2029-08-31,7397.540092297081
South,MLP,2.0,2029-09-30,7395.297770978841
South,MLP,2.0,2029-10-31,7394.133275025923
South,MLP,2.0,2029-11-30,7395.227519779607
South,MLP,2.0,2029-12-31,7395.808281321187
South,MLP,2.0,2030-01-31,7395.973664352716
South,MLP,2.0,2030-02-28,7395.809287523259
South,MLP,2.0,2030-03-31,7395.817382876296
South,MLP,2.0,2030-04-30,7395.6516339531045
South,MLP,2.0,2030-05-31,7395.524943964903
South,MLP,2.0,2030-06-30,7395.548864132351
South,MLP,2.0,2030-07-31,7395.66503473525
South,MLP,2.0,2030-08-31,7395.705282818144
South,MLP,2.0,2030-09-30,7395.680951022576
South,MLP,2.0,2030-10-31,7395.66503473525
South,MLP,2.0,2030-11-30,7395.652457209346
South,MLP,2.0,2030-12-31,7395.644727747971
South,MLP,2.0,2031-01-31,7395.643401390695
South,MLP,2.0,2031-02-28,7395.654332404117
South,MLP,2.0,2031-03-31,7395.6613300821655
South,MLP,2.0,2031-04-30,7395.6608269811295
South,MLP,2.0,2031-05-31,7395.656619227008
South,MLP,2.0,2031-06-30,7395.65488124161
South,MLP,2.0,2031-07-31,7395.654515349948
South,MLP,2.0,2031-08-31,7395.654698295779
South,MLP,2.0,2031-09-30,7395.65552155202
South,MLP,2.0,2031-10-31,7395.656390544719
South,MLP,2.0,2031-11-30,7395.6564820176345
South,MLP,2.0,2031-12-31,7395.6559789165985
South,MLP,2.0,2032-01-31,7395.6556130249355
South,MLP,2.0,2032-02-29,7395.6556130249355
South,MLP,2.0,2032-03-31,7395.655704497852
South,MLP,2.0,2032-04-30,7395.655795970767
South,MLP,2.0,2032-05-31,7395.655887443683
South,MLP,2.0,2032-06-30,7395.655887443683
South,MLP,2.0,2032-07-31,7395.655887443683
South,MLP,2.0,2032-08-31,7395.655795970767
South,MLP,2.0,2032-09-30,7395.655750234309
South,MLP,2.0,2032-10-31,7395.655795970767
South,MLP,2.0,2032-11-30,7395.655887443683
South,MLP,2.0,2032-12-31,7395.655887443683
South,MLP,2.0,2033-01-31,7395.655841707225
South,MLP,2.0,2033-02-28,7395.655841707225
South,MLP,2.0,2033-03-31,7395.655795970767
