region,model,horizon,date,y_pred
Central,LSTM,1.5,2027-10-31,9296.00574720649
Central,LSTM,1.5,2027-11-30,9337.909160684048
Central,LSTM,1.5,2027-12-31,9347.254231282099
Central,LSTM,1.5,2028-01-31,9355.392923310339
Central,LSTM,1.5,2028-02-29,9358.425166464722
Central,LSTM,1.5,2028-03-31,9360.631638546478
Central,LSTM,1.5,2028-04-30,9360.882503046005
Central,LSTM,1.5,2028-05-31,9361.517129248497
Central,LSTM,1.5,2028-06-30,9361.37781849331
Central,LSTM,1.5,2028-07-31,9361.471288124527
Central,LSTM,1.5,2028-08-31,9359.776112799349
Central,LSTM,1.5,2028-09-30,9359.807129156165
Central,LSTM,1.5,2028-10-31,9359.818904857735
Central,LSTM,1.5,2028-11-30,9359.82521326929
Central,LSTM,1.5,2028-12-31,9359.827736633912
Central,LSTM,1.5,2029-01-31,9359.828367475067
Central,LSTM,1.5,2029-02-28,9359.828157194683
Central,LSTM,1.5,2029-03-31,9359.827736633912
Central,LSTM,1.5,2029-04-30,9359.827316073142
Central,LSTM,1.5,2029-05-31,9359.826895512371
Central,LSTM,1.5,2029-06-30,9359.826474951602
Central,LSTM,1.5,2029-07-31,9359.826474951602
Central,LSTM,1.5,2029-08-31,9359.826474951602
Central,LSTM,1.5,2029-09-30,9359.826474951602
Central,LSTM,1.5,2029-10-31,9359.826474951602
Central,LSTM,1.5,2029-11-30,9359.826474951602
Central,LSTM,1.5,2029-12-31,9359.826474951602
Central,LSTM,1.5,2030-01-31,9359.826474951602
Central,LSTM,1.5,2030-02-28,9359.826474951602
Central,LSTM,1.5,2030-03-31,9359.826474951602
Central,LSTM,1.5,2030-04-30,9359.826474951602
Central,LSTM,1.5,2030-05-31,9359.826474951602
Central,LSTM,1.5,2030-06-30,9359.826474951602
Central,LSTM,1.5,2030-07-31,9359.826474951602
Central,LSTM,1.5,2030-08-31,9359.826474951602
Central,LSTM,1.5,2030-09-30,9359.826474951602
Central,LSTM,1.5,2030-10-31,9359.826474951602
Central,LSTM,1.5,2030-11-30,9359.826474951602
Central,LSTM,1.5,2030-12-31,9359.826474951602
Central,LSTM,1.5,2031-01-31,9359.826474951602
Central,LSTM,1.5,2031-02-28,9359.826474951602
Central,LSTM,1.5,2031-03-31,9359.826474951602
Central,LSTM,1.5,2031-04-30,9359.826474951602
Central,LSTM,1.5,2031-05-31,9359.826474951602
Central,LSTM,1.5,2031-06-30,9359.826474951602
Central,LSTM,1.5,2031-07-31,9359.826474951602
Central,LSTM,1.5,2031-08-31,9359.826474951602
Central,LSTM,1.5,2031-09-30,9359.826474951602
Central,LSTM,1.5,2031-10-31,9359.826474951602
