region,model,horizon,date,y_pred
West,LSTM,2.0,2027-10-31,15412.8912474255
West,LSTM,2.0,2027-11-30,15412.435607732408
West,LSTM,2.0,2027-12-31,15401.742311779784
West,LSTM,2.0,2028-01-31,15396.311584165203
West,LSTM,2.0,2028-02-29,15395.68507196577
West,LSTM,2.0,2028-03-31,15395.146785463632
West,LSTM,2.0,2028-04-30,15395.260680144042
West,LSTM,2.0,2028-05-31,15396.464927377852
West,LSTM,2.0,2028-06-30,15397.014310685041
West,LSTM,2.0,2028-07-31,15397.032967950674
West,LSTM,2.0,2028-08-31,15398.273584658182
West,LSTM,2.0,2028-09-30,15398.281663376145
West,LSTM,2.0,2028-10-31,15398.28571797799
West,LSTM,2.0,2028-11-30,15398.285413120708
West,LSTM,2.0,2028-12-31,15398.283644948475
West,LSTM,2.0,2029-01-31,15398.281876776242
West,LSTM,2.0,2029-02-28,15398.280474432746
West,LSTM,2.0,2029-03-31,15398.279315975076
West,LSTM,2.0,2029-04-30,15398.27873674624
West,LSTM,2.0,2029-05-31,15398.278401403231
West,LSTM,2.0,2029-06-30,15398.278218488862
West,LSTM,2.0,2029-07-31,15398.278248974591
West,LSTM,2.0,2029-08-31,15398.278218488862
West,LSTM,2.0,2029-09-30,15398.278279460319
West,LSTM,2.0,2029-10-31,15398.278188003134
West,LSTM,2.0,2029-11-30,15398.278218488862
West,LSTM,2.0,2029-12-31,15398.278218488862
West,LSTM,2.0,2030-01-31,15398.278279460319
West,LSTM,2.0,2030-02-28,15398.278218488862
West,LSTM,2.0,2030-03-31,15398.278188003134
West,LSTM,2.0,2030-04-30,15398.278188003134
West,LSTM,2.0,2030-05-31,15398.278188003134
West,LSTM,2.0,2030-06-30,15398.278279460319
West,LSTM,2.0,2030-07-31,15398.278279460319
West,LSTM,2.0,2030-08-31,15398.278218488862
West,LSTM,2.0,2030-09-30,15398.278279460319
West,LSTM,2.0,2030-10-31,15398.278188003134
West,LSTM,2.0,2030-11-30,15398.278279460319
West,LSTM,2.0,2030-12-31,15398.278188003134
West,LSTM,2.0,2031-01-31,15398.278248974591
West,LSTM,2.0,2031-02-28,15398.278188003134
West,LSTM,2.0,2031-03-31,15398.278279460319
West,LSTM,2.0,2031-04-30,15398.278279460319
West,LSTM,2.0,2031-05-31,15398.278248974591
West,LSTM,2.0,2031-06-30,15398.278279460319
West,LSTM,2.0,2031-07-31,15398.278188003134
West,LSTM,2.0,2031-08-31,15398.278218488862
West,LSTM,2.0,2031-09-30,15398.278188003134
West,LSTM,2.0,2031-10-31,15398.278188003134
West,LSTM,2.0,2031-11-30,15398.278188003134
West,LSTM,2.0,2031-12-31,15398.278279460319
West,LSTM,2.0,2032-01-31,15398.278279460319
West,LSTM,2.0,2032-02-29,15398.278279460319
West,LSTM,2.0,2032-03-31,15398.278279460319
West,LSTM,2.0,2032-04-30,15398.278279460319
West,LSTM,2.0,2032-05-31,15398.278279460319
West,LSTM,2.0,2032-06-30,15398.278188003134
West,LSTM,2.0,2032-07-31,15398.278188003134
West,LSTM,2.0,2032-08-31,15398.278188003134
West,LSTM,2.0,2032-09-30,15398.278279460319
West,LSTM,2.0,2032-10-31,15398.278279460319
West,LSTM,2.0,2032-11-30,15398.278248974591
West,LSTM,2.0,2032-12-31,15398.278188003134
West,LSTM,2.0,2033-01-31,15398.278188003134
West,LSTM,2.0,2033-02-28,15398.278279460319
West,LSTM,2.0,2033-03-31,15398.278248974591
