region,model,horizon,date,y_pred
Central,MLP,1.5,2027-10-31,9734.188697268362
Central,MLP,1.5,2027-11-30,9987.233594109273
Central,MLP,1.5,2027-12-31,9721.666973461402
Central,MLP,1.5,2028-01-31,9592.536417423484
Central,MLP,1.5,2028-02-29,9524.604708147986
Central,MLP,1.5,2028-03-31,9806.853344883531
Central,MLP,1.5,2028-04-30,9693.482042032994
Central,MLP,1.5,2028-05-31,9584.727760459795
Central,MLP,1.5,2028-06-30,9543.687337683039
Central,MLP,1.5,2028-07-31,9413.109526894079
Central,MLP,1.5,2028-08-31,9493.691178441404
Central,MLP,1.5,2028-09-30,9493.55186768622
Central,MLP,1.5,2028-10-31,9505.506412724237
Central,MLP,1.5,2028-11-30,9502.088305063038
Central,MLP,1.5,2028-12-31,9509.788562488164
Central,MLP,1.5,2029-01-31,9503.967791145831
Central,MLP,1.5,2029-02-28,9508.599637190322
Central,MLP,1.5,2029-03-31,9512.333270569494
Central,MLP,1.5,2029-04-30,9514.1188664603
Central,MLP,1.5,2029-05-31,9515.8534693577
Central,MLP,1.5,2029-06-30,9514.517663210805
Central,MLP,1.5,2029-07-31,9514.392230961043
Central,MLP,1.5,2029-08-31,9513.971039349515
Central,MLP,1.5,2029-09-30,9514.02928701621
Central,MLP,1.5,2029-10-31,9513.74256971101
Central,MLP,1.5,2029-11-30,9513.797347751351
Central,MLP,1.5,2029-12-31,9513.620081386638
Central,MLP,1.5,2030-01-31,9513.513994932313
Central,MLP,1.5,2030-02-28,9513.453644461764
Central,MLP,1.5,2030-03-31,9513.43682203095
Central,MLP,1.5,2030-04-30,9513.46037343409
Central,MLP,1.5,2030-05-31,9513.46973091123
Central,MLP,1.5,2030-06-30,9513.484135117616
Central,MLP,1.5,2030-07-31,9513.487289323393
Central,MLP,1.5,2030-08-31,9513.49727764169
Central,MLP,1.5,2030-09-30,9513.499380445543
Central,MLP,1.5,2030-10-31,9513.505583716906
Central,MLP,1.5,2030-11-30,9513.50863278249
Central,MLP,1.5,2030-12-31,9513.51031502557
Central,MLP,1.5,2031-01-31,9513.51031502557
Central,MLP,1.5,2031-02-28,9513.509684184417
Central,MLP,1.5,2031-03-31,9513.509158483454
Central,MLP,1.5,2031-04-30,9513.50863278249
Central,MLP,1.5,2031-05-31,9513.508317361913
Central,MLP,1.5,2031-06-30,9513.508001941334
Central,MLP,1.5,2031-07-31,9513.50779166095
Central,MLP,1.5,2031-08-31,9513.507581380563
Central,MLP,1.5,2031-09-30,9513.507476240371
Central,MLP,1.5,2031-10-31,9513.507371100179
