region,model,horizon,date,y_pred
South,LSTM,1.5,2027-10-31,8807.893289032521
South,LSTM,1.5,2027-11-30,8814.31898693949
South,LSTM,1.5,2027-12-31,8815.853902464407
South,LSTM,1.5,2028-01-31,8816.258075542288
South,LSTM,1.5,2028-02-29,8818.061875702813
South,LSTM,1.5,2028-03-31,8819.665807542604
South,LSTM,1.5,2028-04-30,8819.981937939154
South,LSTM,1.5,2028-05-31,8821.098410611346
South,LSTM,1.5,2028-06-30,8821.563504651063
South,LSTM,1.5,2028-07-31,8822.242233685323
South,LSTM,1.5,2028-08-31,8821.769867548812
South,LSTM,1.5,2028-09-30,8821.773617938354
South,LSTM,1.5,2028-10-31,8821.775950497704
South,LSTM,1.5,2028-11-30,8821.777871428932
South,LSTM,1.5,2028-12-31,8821.779289259126
South,LSTM,1.5,2029-01-31,8821.780203988283
South,LSTM,1.5,2029-02-28,8821.780752825776
South,LSTM,1.5,2029-03-31,8821.781027244522
South,LSTM,1.5,2029-04-30,8821.78111871744
South,LSTM,1.5,2029-05-31,8821.78111871744
South,LSTM,1.5,2029-06-30,8821.781027244522
South,LSTM,1.5,2029-07-31,8821.78107298098
South,LSTM,1.5,2029-08-31,8821.78107298098
South,LSTM,1.5,2029-09-30,8821.78107298098
South,LSTM,1.5,2029-10-31,8821.78107298098
South,LSTM,1.5,2029-11-30,8821.78107298098
South,LSTM,1.5,2029-12-31,8821.78107298098
South,LSTM,1.5,2030-01-31,8821.78107298098
South,LSTM,1.5,2030-02-28,8821.78107298098
South,LSTM,1.5,2030-03-31,8821.78107298098
South,LSTM,1.5,2030-04-30,8821.78107298098
South,LSTM,1.5,2030-05-31,8821.78107298098
South,LSTM,1.5,2030-06-30,8821.78107298098
South,LSTM,1.5,2030-07-31,8821.78107298098
South,LSTM,1.5,2030-08-31,8821.78107298098
South,LSTM,1.5,2030-09-30,8821.78107298098
South,LSTM,1.5,2030-10-31,8821.78107298098
South,LSTM,1.5,2030-11-30,8821.78107298098
South,LSTM,1.5,2030-12-31,8821.78107298098
South,LSTM,1.5,2031-01-31,8821.78107298098
South,LSTM,1.5,2031-02-28,8821.78107298098
South,LSTM,1.5,2031-03-31,8821.78107298098
South,LSTM,1.5,2031-04-30,8821.78107298098
South,LSTM,1.5,2031-05-31,8821.78107298098
South,LSTM,1.5,2031-06-30,8821.78107298098
South,LSTM,1.5,2031-07-31,8821.78107298098
South,LSTM,1.5,2031-08-31,8821.78107298098
South,LSTM,1.5,2031-09-30,8821.78107298098
South,LSTM,1.5,2031-10-31,8821.78107298098
